year,instance,kernel_width,predicted_class,true_class,test
1990,justifies,0.10156833870511153,+fairness,+fairness,categorization
1990,rights,0.08312032597584154,+care,+fairness,categorization
1990,impartial,0.09333613117571983,+fairness,+fairness,categorization
1990,unprejudiced,0.08506121106030258,-authority,+fairness,categorization
1990,equity,0.08355710094245769,+fairness,+fairness,categorization
1990,community,0.08618566315164843,+loyalty,+loyalty,categorization
1990,commune,0.07888487463400942,-authority,+loyalty,categorization
1990,joint,0.0820312845039635,-loyalty,+loyalty,categorization
1990,comrade,0.08809848587156051,-authority,+loyalty,categorization
1990,devote,0.08652630825838134,+authority,+loyalty,categorization
1990,families,0.09008975495011158,+loyalty,+loyalty,categorization
1990,ally,0.08090265900015887,-loyalty,+loyalty,categorization
1990,clique,0.081365289905546,-fairness,+loyalty,categorization
1990,member,0.08963875881141925,+loyalty,+loyalty,categorization
1990,unison,0.08534252597185484,+authority,+loyalty,categorization
1990,fellow,0.08811353615204769,+loyalty,+loyalty,categorization
1990,together,0.0825638156989283,+loyalty,+loyalty,categorization
1990,familial,0.0904588578966543,-sanctity,+loyalty,categorization
1990,unite,0.0879661320285372,+loyalty,+loyalty,categorization
1990,collective,0.08613929308976805,-loyalty,+loyalty,categorization
1990,insider,0.08548004268517168,-fairness,+loyalty,categorization
1990,guild,0.08142271389741934,+loyalty,+loyalty,categorization
1990,homeland,0.09153009182137238,+care,+loyalty,categorization
1990,cadre,0.08572280327522137,+loyalty,+loyalty,categorization
1990,communist,0.08220584693988248,+loyalty,+loyalty,categorization
1990,group,0.08713303413087167,-loyalty,+loyalty,categorization
1990,patriot,0.09113112502670047,-loyalty,+loyalty,categorization
1990,family,0.09017805040786349,+loyalty,+loyalty,categorization
1990,communism,0.08555902779784734,+loyalty,+loyalty,categorization
1990,companionship,0.09025027723715094,+care,+loyalty,categorization
1990,companion,0.08880528186089474,+loyalty,+loyalty,categorization
1990,cohort,0.08917777687277961,+loyalty,+loyalty,categorization
1990,solidarity,0.08827175488501914,+care,+loyalty,categorization
1990,nation,0.08266523144644437,+loyalty,+loyalty,categorization
1990,communal,0.08549728436439158,+loyalty,+loyalty,categorization
1990,submit,0.09033126913603039,+authority,+authority,categorization
1990,mothering,0.09243620935757088,-loyalty,+authority,categorization
1990,leadership,0.09142964102551698,+authority,+authority,categorization
1990,law,0.08362307141263614,+authority,+authority,categorization
1990,obey,0.08874311481974446,+authority,+authority,categorization
1990,bourgeoisie,0.0961187046384833,+authority,+authority,categorization
1990,fatherly,0.09685685889840191,-authority,+authority,categorization
1990,deference,0.08226141457285861,+authority,+authority,categorization
1990,compliant,0.09079468288269531,-loyalty,+authority,categorization
1990,abide,0.08741156208338337,+authority,+authority,categorization
1990,traditional,0.0793635689569136,+authority,+authority,categorization
1990,obedience,0.08124889718267292,+authority,+authority,categorization
1990,respect,0.07945512225566156,+authority,+authority,categorization
1990,duty,0.08225045620778201,+authority,+authority,categorization
1990,revere,0.08407700491128905,+sanctity,+authority,categorization
1990,defer,0.08049530529642814,+authority,+authority,categorization
1990,deferent,0.08078958603874056,-sanctity,+authority,categorization
1990,reverence,0.09653734231457595,+care,+authority,categorization
1990,allegiance,0.07848925246453657,+authority,+authority,categorization
1990,obeisance,0.08113778529833965,-sanctity,+authority,categorization
1990,position,0.08303553567075737,+authority,+authority,categorization
1990,class,0.09568505503798153,+authority,+authority,categorization
1990,hierarchical,0.08147711064001456,+authority,+authority,categorization
1990,motherly,0.08742568511970145,+authority,+authority,categorization
1990,supremacy,0.08428366407488529,+authority,+authority,categorization
1990,rank,0.08845612316278749,+authority,+authority,categorization
1990,permission,0.09155902149082158,+authority,+authority,categorization
1990,compliance,0.09302692935196932,+authority,+authority,categorization
1990,authority,0.09129339797523023,+authority,+authority,categorization
1990,commit,0.08294001764095273,-care,+authority,categorization
1990,command,0.08910950969457557,+authority,+authority,categorization
1990,duties,0.09450133461051392,+authority,+authority,categorization
1990,obedient,0.08453864032272486,+authority,+authority,categorization
1990,mother,0.0928617221622593,+authority,+authority,categorization
1990,status,0.08307910381268965,+authority,+authority,categorization
1990,honor,0.08658318032922499,+sanctity,+authority,categorization
1990,caste,0.08477900909957105,+loyalty,+authority,categorization
1990,tradition,0.0849508438201668,+authority,+authority,categorization
1990,father,0.0825131949583877,+authority,+authority,categorization
1990,permit,0.09126369579716015,-authority,+authority,categorization
1990,award,0.08146697634858124,+fairness,+authority,categorization
1990,leader,0.08320704178796501,+authority,+authority,categorization
1990,mothers,0.07971346666108159,+loyalty,+authority,categorization
1990,lead,0.09303222247795469,-care,+authority,categorization
1990,order,0.08643675759800995,+care,+authority,categorization
1990,hierarchy,0.08550812616063938,+authority,+authority,categorization
1990,comply,0.08266083666217088,+authority,+authority,categorization
1990,respected,0.09736214029842599,+loyalty,+authority,categorization
1990,respectful,0.0900385108707121,+care,+authority,categorization
1990,respects,0.08291710995636661,+authority,+authority,categorization
1990,submission,0.0836946499841046,+authority,+authority,categorization
1990,serve,0.08589870549444677,+care,+authority,categorization
1990,venerate,0.09013962971569042,-care,+authority,categorization
1990,control,0.09021182776512879,+authority,+authority,categorization
1990,austerity,0.08509525234004203,+sanctity,+sanctity,categorization
1990,limpid,0.1003383548772921,-authority,+sanctity,categorization
1990,refined,0.08523015039692328,+sanctity,+sanctity,categorization
1990,sacredness,0.07884395354114763,+sanctity,+sanctity,categorization
1990,virgins,0.08375276666755753,+sanctity,+sanctity,categorization
1990,sterility,0.08796598697791594,+sanctity,+sanctity,categorization
1990,holy,0.0889779979514222,+sanctity,+sanctity,categorization
1990,abstinent,0.08304275140411227,-loyalty,+sanctity,categorization
1990,virginal,0.08208196321975213,+sanctity,+sanctity,categorization
1990,abstention,0.07684488968365974,+sanctity,+sanctity,categorization
1990,abstain,0.0812129323493796,-fairness,+sanctity,categorization
1990,purity,0.08055393449515284,+sanctity,+sanctity,categorization
1990,immaculate,0.07866043216533204,+sanctity,+sanctity,categorization
1990,innocent,0.08862749826936574,-care,+sanctity,categorization
1990,clean,0.09085976719324128,+care,+sanctity,categorization
1990,pure,0.08764217353006512,+sanctity,+sanctity,categorization
1990,holiness,0.08710668875394288,+sanctity,+sanctity,categorization
1990,maiden,0.08575228347603334,+sanctity,+sanctity,categorization
1990,saintly,0.09659468486472755,+sanctity,+sanctity,categorization
1990,sterile,0.08927607424641149,+sanctity,+sanctity,categorization
1990,church,0.08923216541562116,+sanctity,+sanctity,categorization
1990,saint,0.07897112492712574,+sanctity,+sanctity,categorization
1990,unadulterated,0.08988447946546016,+authority,+sanctity,categorization
1990,chastity,0.0853930095361063,+sanctity,+sanctity,categorization
1990,virgin,0.08201716144924269,+sanctity,+sanctity,categorization
1990,virtuous,0.07970556680938132,+sanctity,+sanctity,categorization
1990,sanctify,0.09141084201655342,-sanctity,+sanctity,categorization
1990,chaste,0.09300676535066098,+sanctity,+sanctity,categorization
1990,virginity,0.09049135819254894,+sanctity,+sanctity,categorization
1990,celibacy,0.08414463359625132,+sanctity,+sanctity,categorization
1990,sacred,0.07939574984246522,-sanctity,+sanctity,categorization
1990,pristine,0.08818455376721582,+sanctity,+sanctity,categorization
1990,modesty,0.08693437605173707,+sanctity,+sanctity,categorization
1990,detrimental,0.08754621192649081,-care,-care,categorization
1990,violence,0.0854397822061572,-care,-care,categorization
1990,ravage,0.09230997858907666,-sanctity,-care,categorization
1990,suffer,0.09347519834326092,-care,-care,categorization
1990,battle,0.08101055969259553,-care,-care,categorization
1990,hurt,0.08390905749519915,-care,-care,categorization
1990,killer,0.09349928825776681,-care,-care,categorization
1990,kill,0.07828872703134601,-care,-care,categorization
1990,warring,0.08411330128770178,+loyalty,-care,categorization
1990,attack,0.09589742714065344,-loyalty,-care,categorization
1990,harm,0.08516909807590087,-care,-care,categorization
1990,war,0.08300711255045536,-care,-care,categorization
1990,kills,0.09135929188728888,-care,-care,categorization
1990,abuse,0.09822742968198729,-care,-care,categorization
1990,killed,0.09609364707479888,-care,-care,categorization
1990,annihilate,0.09428589532002393,-authority,-care,categorization
1990,warlord,0.0884997623414483,-authority,-care,categorization
1990,impair,0.08800191130900827,-care,-care,categorization
1990,cruel,0.08033006093776068,-care,-care,categorization
1990,brutal,0.08572147764154865,-care,-care,categorization
1990,crush,0.0790646919567281,-care,-care,categorization
1990,wound,0.08686443974303736,+sanctity,-care,categorization
1990,wars,0.091441315566823,-care,-care,categorization
1990,fight,0.07959937339373595,-care,-care,categorization
1990,spurn,0.08206080716835316,+authority,-care,categorization
1990,killing,0.08337846244206751,-care,-care,categorization
1990,injure,0.09034464655129096,-care,-care,categorization
1990,endanger,0.08627869319377003,-care,-care,categorization
1990,destroy,0.0823101822800275,-care,-care,categorization
1990,injurious,0.07880779172643508,-care,-care,categorization
1990,detriment,0.07961266348276365,+care,-care,categorization
1990,damage,0.08135653324399345,-care,-care,categorization
1990,violent,0.09211865261902777,-care,-care,categorization
1990,favoritism,0.07634485726934351,-sanctity,-fairness,categorization
1990,disproportion,0.08074680827109176,-sanctity,-fairness,categorization
1990,bigot,0.0891628378994998,+authority,-fairness,categorization
1990,bias,0.07884967613357657,-fairness,-fairness,categorization
1990,exclusive,0.08863154414645152,-fairness,-fairness,categorization
1990,unjust,0.08547438593122623,-fairness,-fairness,categorization
1990,discriminate,0.09120774962600017,-fairness,-fairness,categorization
1990,unequal,0.08548862514400894,+fairness,-fairness,categorization
1990,unfair,0.0996201214169266,-loyalty,-fairness,categorization
1990,discriminator,0.08494859030670868,-loyalty,-fairness,categorization
1990,dishonest,0.07795197015924454,-loyalty,-fairness,categorization
1990,exclusion,0.08445531741354181,-fairness,-fairness,categorization
1990,discriminatory,0.0910287481220029,-fairness,-fairness,categorization
1990,unfairness,0.0824920911125395,+fairness,-fairness,categorization
1990,injustice,0.08085013052587985,-care,-fairness,categorization
1990,discriminative,0.07909115027881895,-fairness,-fairness,categorization
1990,inequitable,0.07678844027756132,-fairness,-fairness,categorization
1990,exclude,0.09361316724674389,-fairness,-fairness,categorization
1990,unscrupulous,0.08747261537003845,-loyalty,-fairness,categorization
1990,dissociate,0.08753809957470318,-authority,-fairness,categorization
1990,discrimination,0.07674948058284725,-fairness,-fairness,categorization
1990,prejudge,0.0850061378244218,-loyalty,-fairness,categorization
1990,preference,0.078833631663262,+authority,-fairness,categorization
1990,spy,0.08790091973061766,-care,-loyalty,categorization
1990,personify,0.08571975801576619,-fairness,-loyalty,categorization
1990,individual,0.09031894316364918,+loyalty,-loyalty,categorization
1990,miscreant,0.08112506252511457,-sanctity,-loyalty,categorization
1990,deception,0.08645524449697851,-care,-loyalty,categorization
1990,foreign,0.0810374381316774,+care,-loyalty,categorization
1990,personhood,0.08396507338043135,-loyalty,-loyalty,categorization
1990,terrorist,0.0857886730974891,-loyalty,-loyalty,categorization
1990,deceive,0.09009533620349452,-care,-loyalty,categorization
1990,terror,0.08633488180921253,-care,-loyalty,categorization
1990,enemy,0.0816207808860492,-care,-loyalty,categorization
1990,immigrant,0.09122729221261246,+loyalty,-loyalty,categorization
1990,terrorism,0.09438089861760168,-loyalty,-loyalty,categorization
1990,deceptive,0.0802433890685222,-fairness,-loyalty,categorization
1990,renegade,0.07921766467226403,-care,-loyalty,categorization
1990,immigrate,0.08528906505457329,-authority,-loyalty,categorization
1990,overthrow,0.09052465107558273,+loyalty,-authority,categorization
1990,agitator,0.08230484785288786,+authority,-authority,categorization
1990,disrespect,0.08953251303444691,-authority,-authority,categorization
1990,dissident,0.08539916229077518,-authority,-authority,categorization
1990,mutinous,0.09657942563787066,-sanctity,-authority,categorization
1990,defy,0.08315952903800067,-authority,-authority,categorization
1990,remonstrate,0.08198200112856838,+fairness,-authority,categorization
1990,obstruct,0.07757822284381226,-care,-authority,categorization
1990,agitate,0.08613126721242324,+sanctity,-authority,categorization
1990,denounce,0.09070226454827403,-authority,-authority,categorization
1990,illegal,0.0873022548804472,-fairness,-authority,categorization
1990,nonconformist,0.08085313563419412,-sanctity,-authority,categorization
1990,riotous,0.08838121963275362,-sanctity,-authority,categorization
1990,disobey,0.08399181948750328,-fairness,-authority,categorization
1990,protest,0.09017245587235913,-authority,-authority,categorization
1990,dissent,0.08790452056474525,-authority,-authority,categorization
1990,refuse,0.079496699066159,+authority,-authority,categorization
1990,defiant,0.08352114149049414,-care,-authority,categorization
1990,subvert,0.08233467138136565,-authority,-authority,categorization
1990,oppose,0.08662427090519192,-care,-authority,categorization
1990,alienate,0.0832073220426781,-care,-authority,categorization
1990,insurgent,0.08625491010285369,-authority,-authority,categorization
1990,sedition,0.08343291114939598,-loyalty,-authority,categorization
1990,lawless,0.08232569653422767,-loyalty,-authority,categorization
1990,rebel,0.08216444557787146,-authority,-authority,categorization
1990,disobedience,0.09178758172740162,-authority,-authority,categorization
1990,seditious,0.09405224997446414,-loyalty,-authority,categorization
1990,riot,0.09467683505313777,-loyalty,-authority,categorization
1990,unfaithful,0.08079332929053488,-sanctity,-authority,categorization
1990,disobedient,0.08903422527459494,+authority,-authority,categorization
1990,defiance,0.08248687010709582,-authority,-authority,categorization
1990,illegality,0.09105691930513107,+fairness,-authority,categorization
1990,stain,0.09564982491477506,+sanctity,-sanctity,categorization
1990,contaminate,0.09004106903534204,+authority,-sanctity,categorization
1990,contagion,0.08819093289457687,-loyalty,-sanctity,categorization
1990,whore,0.08922617703022785,-sanctity,-sanctity,categorization
1990,sick,0.09174553677573254,+care,-sanctity,categorization
1990,lewdness,0.08306469822247202,-care,-sanctity,categorization
1990,lax,0.08232012157617347,-sanctity,-sanctity,categorization
1990,exploit,0.08350365668715273,-sanctity,-sanctity,categorization
1990,exploitation,0.0827032083675002,-fairness,-sanctity,categorization
1990,prostitute,0.09156777395291284,+sanctity,-sanctity,categorization
1990,deprave,0.08032262260341545,-sanctity,-sanctity,categorization
1990,unchaste,0.08280427601796578,-loyalty,-sanctity,categorization
1990,obscene,0.0892199719213011,-sanctity,-sanctity,categorization
1990,taint,0.08518905205104979,-sanctity,-sanctity,categorization
1990,corruptible,0.08703932888144232,-authority,-sanctity,categorization
1990,profligate,0.0823753038659251,-fairness,-sanctity,categorization
1990,lewd,0.08754129822721343,-sanctity,-sanctity,categorization
1990,sin,0.08132555662419859,-sanctity,-sanctity,categorization
1990,tarnish,0.08713796960364092,-sanctity,-sanctity,categorization
1990,intemperate,0.08268803286774085,-sanctity,-sanctity,categorization
1990,desecrate,0.08224025153929446,-sanctity,-sanctity,categorization
1990,iniquity,0.08589568069110194,-sanctity,-sanctity,categorization
1990,sinning,0.08314593860939273,-sanctity,-sanctity,categorization
1990,impious,0.08573372737341337,-sanctity,-sanctity,categorization
1990,rebuff,0.08763539572461986,-care,-sanctity,categorization
1990,adulterer,0.08069964842851574,-sanctity,-sanctity,categorization
1990,disgust,0.08418325958759161,-loyalty,-sanctity,categorization
1990,defile,0.0834518972041936,-sanctity,-sanctity,categorization
1990,desecration,0.07712018229634884,+sanctity,-sanctity,categorization
1990,sinned,0.0833620522721874,-sanctity,-sanctity,categorization
1990,dirt,0.09196350178342151,-sanctity,-sanctity,categorization
1990,disease,0.0867723589916213,+loyalty,-sanctity,categorization
1990,adultery,0.08261527915763321,+authority,-sanctity,categorization
1990,promiscuity,0.08894124305305758,-care,-sanctity,categorization
1990,sinful,0.08891502441132969,-care,-sanctity,categorization
1990,impiety,0.0871648805579342,-sanctity,-sanctity,categorization
1990,promiscuous,0.07907886962034641,-sanctity,-sanctity,categorization
1990,repulse,0.08728947075528061,-loyalty,-sanctity,categorization
1990,unclean,0.0902415417146528,-sanctity,-sanctity,categorization
1990,profane,0.09184112468116064,+sanctity,-sanctity,categorization
1990,debase,0.08328346696457145,-sanctity,-sanctity,categorization
1990,blemish,0.0923220490572482,+sanctity,-sanctity,categorization
1990,gross,0.08991537674780443,-fairness,-sanctity,categorization
1990,adulterous,0.08646274754248541,-sanctity,-sanctity,categorization
1990,wanton,0.08559067353399483,-care,-sanctity,categorization
1990,tramp,0.09018476137516995,-sanctity,-sanctity,categorization
1990,corruption,0.08443438516330165,-fairness,-sanctity,categorization
1990,obscenity,0.09176831850728713,-authority,-sanctity,categorization
1990,pervert,0.09159052771497037,-sanctity,-sanctity,categorization
1990,filth,0.09317851445416914,-sanctity,-sanctity,categorization
1990,sinner,0.0883139548541577,-sanctity,-sanctity,categorization
1990,sins,0.0873653700117791,-sanctity,-sanctity,categorization
1990,slut,0.08129063119504376,-sanctity,-sanctity,categorization
1990,pace,0.07441502482359781,moral,neutral,null_test
1990,teeth,0.08003162170423073,neutral,neutral,null_test
1990,allegro,0.07918424374603816,neutral,neutral,null_test
1990,clink,0.07388682811519501,neutral,neutral,null_test
1990,boar,0.07272680438317748,neutral,neutral,null_test
1990,depend,0.08298187422972057,neutral,neutral,null_test
1990,textbook,0.07548791915477743,moral,neutral,null_test
1990,mescaline,0.07794499980796395,neutral,neutral,null_test
1990,fetish,0.08026019967425924,moral,neutral,null_test
1990,ajar,0.07748248274173757,neutral,neutral,null_test
1990,piety,0.07558496056152092,moral,neutral,null_test
1990,corny,0.08002399607618929,neutral,neutral,null_test
1990,tempt,0.07735302994125277,moral,neutral,null_test
1990,fateful,0.07594993285910341,neutral,neutral,null_test
1990,flamboyant,0.07894567612881716,neutral,neutral,null_test
1990,convene,0.0785022930710254,neutral,neutral,null_test
1990,transatlantic,0.07736933966346941,neutral,neutral,null_test
1990,taxicab,0.07771622710183523,neutral,neutral,null_test
1990,acquisition,0.07846948477132003,neutral,neutral,null_test
1990,revolving,0.07535666055056146,neutral,neutral,null_test
1990,minister,0.07641550442704338,moral,neutral,null_test
1990,net,0.07777323069751818,moral,neutral,null_test
1990,convention,0.07521859459775847,moral,neutral,null_test
1990,ballistic,0.07907445457679127,moral,neutral,null_test
1990,dab,0.07793600469543993,neutral,neutral,null_test
1990,inaugural,0.07929054861700432,neutral,neutral,null_test
1990,extension,0.07968024956193744,neutral,neutral,null_test
1990,latch,0.07610689934224239,neutral,neutral,null_test
1990,rotation,0.0828944737732825,neutral,neutral,null_test
1990,barometer,0.07867500899159442,neutral,neutral,null_test
1990,apartments,0.07530498007117316,neutral,neutral,null_test
1990,bar,0.07735625485622258,neutral,neutral,null_test
1990,pact,0.0781146050270376,moral,neutral,null_test
1990,third,0.0724432299490867,neutral,neutral,null_test
1990,pulley,0.07511324866287708,neutral,neutral,null_test
1990,customary,0.07233007197422456,moral,neutral,null_test
1990,ton,0.08042564247081709,neutral,neutral,null_test
1990,ought,0.07433609195207966,moral,neutral,null_test
1990,insistence,0.07746766941097209,neutral,neutral,null_test
1990,lair,0.07906911959502831,neutral,neutral,null_test
1990,booze,0.07772767923300263,neutral,neutral,null_test
1990,circumvent,0.08081686223486367,moral,neutral,null_test
1990,franchise,0.07583864249610345,neutral,neutral,null_test
1990,horn,0.07946937041149088,neutral,neutral,null_test
1990,chassis,0.0756680854227781,neutral,neutral,null_test
1990,principle,0.07650589204286659,moral,neutral,null_test
1990,bloke,0.07591395524328585,neutral,neutral,null_test
1990,probability,0.08392536577592051,neutral,neutral,null_test
1990,bloodhound,0.07556118444677408,moral,neutral,null_test
1990,diagnose,0.07340674877746169,moral,neutral,null_test
1990,tile,0.07919786621579943,neutral,neutral,null_test
1990,episode,0.07302595231461667,moral,neutral,null_test
1990,platform,0.0779620816696825,neutral,neutral,null_test
1990,headline,0.08380066599378712,neutral,neutral,null_test
1990,heady,0.07664634349692045,neutral,neutral,null_test
1990,porridge,0.07518248989224345,neutral,neutral,null_test
1990,interviewer,0.0750328098793736,neutral,neutral,null_test
1990,loosen,0.07704529082902684,neutral,neutral,null_test
1990,testament,0.07761092792014321,moral,neutral,null_test
1990,beaver,0.07517862012004509,neutral,neutral,null_test
1990,caving,0.07736180935619325,neutral,neutral,null_test
1990,hertz,0.07534097809146313,neutral,neutral,null_test
1990,retail,0.07423268757742339,neutral,neutral,null_test
1990,edifice,0.07644265227582246,neutral,neutral,null_test
1990,backwoods,0.07278148021552353,moral,neutral,null_test
1990,fir,0.07985261235731236,neutral,neutral,null_test
1990,commissary,0.07965706841220356,neutral,neutral,null_test
1990,auto,0.07940025785063028,neutral,neutral,null_test
1990,hoist,0.08113094395465642,moral,neutral,null_test
1990,manufacture,0.07254889330094864,neutral,neutral,null_test
1990,nitrate,0.07690671589401038,neutral,neutral,null_test
1990,antiquated,0.07707487547588236,neutral,neutral,null_test
1990,hose,0.07793630628672406,neutral,neutral,null_test
1990,financial,0.07637700241832333,neutral,neutral,null_test
1990,conglomerate,0.07383029265805652,neutral,neutral,null_test
1990,kiosk,0.07761065656479747,neutral,neutral,null_test
1990,capricious,0.07721794296774678,moral,neutral,null_test
1990,chalk,0.07387937583217187,neutral,neutral,null_test
1990,embankment,0.07918681635662622,neutral,neutral,null_test
1990,brazen,0.07445606926697011,neutral,neutral,null_test
1990,domino,0.0801611071909574,neutral,neutral,null_test
1990,med,0.07445988545012565,moral,neutral,null_test
1990,pod,0.07540028472569027,neutral,neutral,null_test
1990,ruler,0.07309774524626603,moral,neutral,null_test
1990,pagan,0.07286626669224931,moral,neutral,null_test
1990,floss,0.0722545927218709,neutral,neutral,null_test
1990,rug,0.0769231937844873,neutral,neutral,null_test
1990,trademark,0.0778058293057973,moral,neutral,null_test
1990,interstate,0.07198882964877323,moral,neutral,null_test
1990,reservation,0.07712675452966587,moral,neutral,null_test
1990,kelp,0.08091920960874453,neutral,neutral,null_test
1990,alias,0.07496272779385008,neutral,neutral,null_test
1990,eleven,0.0791770067934383,neutral,neutral,null_test
1990,priesthood,0.07459609663294575,moral,neutral,null_test
1990,forge,0.0722881078606376,moral,neutral,null_test
1990,tongs,0.07991433512230506,neutral,neutral,null_test
1990,reinforcement,0.07294797592086905,moral,neutral,null_test
1990,invisible,0.07892367259122451,moral,neutral,null_test
1990,machine,0.07569662091863477,neutral,neutral,null_test
1990,column,0.07903912861765021,neutral,neutral,null_test
1990,outskirts,0.07728032207738,neutral,neutral,null_test
1990,technical,0.07385770554314344,neutral,neutral,null_test
1990,rumble,0.07908544755852434,neutral,neutral,null_test
1990,forty,0.07887404239660038,neutral,neutral,null_test
1990,midair,0.07337241877679611,neutral,neutral,null_test
1990,cutlass,0.07999871410787489,neutral,neutral,null_test
1990,mat,0.07881998483488145,neutral,neutral,null_test
1990,context,0.07380930083139417,moral,neutral,null_test
1990,blackjack,0.07505650963887234,neutral,neutral,null_test
1990,curling,0.07410868216202024,neutral,neutral,null_test
1990,transfusion,0.0762037749566043,moral,neutral,null_test
1990,preposterous,0.07372627165597784,moral,neutral,null_test
1990,indication,0.07988878896105749,moral,neutral,null_test
1990,knick,0.07535992136504545,neutral,neutral,null_test
1990,figment,0.07734162929257883,moral,neutral,null_test
1990,council,0.07276918908972586,neutral,neutral,null_test
1990,tighten,0.0732449384138198,neutral,neutral,null_test
1990,contender,0.0750889086596204,moral,neutral,null_test
1990,manufacturing,0.0805927015572676,neutral,neutral,null_test
1990,reduction,0.07397178591365057,neutral,neutral,null_test
1990,toss,0.07407079051690275,neutral,neutral,null_test
1990,relentless,0.0748844839289771,moral,neutral,null_test
1990,brawn,0.08222972049362066,neutral,neutral,null_test
1990,milky,0.07578857440497878,neutral,neutral,null_test
1990,observer,0.08264223028395529,neutral,neutral,null_test
1990,mainframe,0.08074461081997104,neutral,neutral,null_test
1990,contain,0.07969814863739809,neutral,neutral,null_test
1990,credit,0.0778333477827873,neutral,neutral,null_test
1990,pork,0.07734890941256707,neutral,neutral,null_test
1990,cap,0.07443914824395986,neutral,neutral,null_test
1990,analyst,0.07593160351897744,neutral,neutral,null_test
1990,multiple,0.07790416356001974,moral,neutral,null_test
1990,broomstick,0.07716114828704886,neutral,neutral,null_test
1990,induce,0.0716398559918163,moral,neutral,null_test
1990,orb,0.07625162164613539,neutral,neutral,null_test
1990,numerical,0.07691540815696964,neutral,neutral,null_test
1990,nitro,0.07481140832637936,neutral,neutral,null_test
1990,traverse,0.07720695730264461,neutral,neutral,null_test
1990,borough,0.07824975773175019,neutral,neutral,null_test
1990,digestive,0.07531860834692801,neutral,neutral,null_test
1990,circumstance,0.08216393620259975,moral,neutral,null_test
1990,repose,0.076774098429996,moral,neutral,null_test
1990,rampart,0.08289326055936401,neutral,neutral,null_test
1990,multitude,0.07888885101351421,moral,neutral,null_test
1990,ingest,0.07574291880145989,neutral,neutral,null_test
1990,linguist,0.07705916956356508,moral,neutral,null_test
1990,husk,0.07612497216946228,neutral,neutral,null_test
1990,telepathy,0.07238601971062274,neutral,neutral,null_test
1990,psyche,0.07444256387514438,moral,neutral,null_test
1990,pageant,0.07474015241977285,moral,neutral,null_test
1990,project,0.08149836573878559,neutral,neutral,null_test
1990,peace,0.07541757630191945,moral,moral,null_test
1990,sympathize,0.07490587538180705,moral,moral,null_test
1990,defence,0.07666454299113507,moral,moral,null_test
1990,care,0.07510683562487502,moral,moral,null_test
1990,protective,0.07572852768004298,moral,moral,null_test
1990,protector,0.07691947372494395,moral,moral,null_test
1990,procurement,0.07141429717939686,neutral,moral,null_test
1990,amity,0.0789874881726787,moral,moral,null_test
1990,defender,0.08077576771386762,moral,moral,null_test
