year,instance,predicted_class,true_class,test
1990,lawfully,+authority,+fairness,categorization
1990,lawful,+authority,+fairness,categorization
1990,honest,+fairness,+fairness,categorization
1990,compensation,+fairness,+fairness,categorization
1990,lawyers,+authority,+fairness,categorization
1990,tribunal,+authority,+fairness,categorization
1990,lawyer,+fairness,+fairness,categorization
1990,proportional,+fairness,+fairness,categorization
1990,equity,+fairness,+fairness,categorization
1990,trust,+loyalty,+fairness,categorization
1990,reciprocal,+authority,+fairness,categorization
1990,justification,+fairness,+fairness,categorization
1990,vengeance,-care,+fairness,categorization
1990,revenge,-care,+fairness,categorization
1990,equals,+fairness,+fairness,categorization
1990,restitution,-care,+fairness,categorization
1990,justified,+fairness,+fairness,categorization
1990,justifies,+fairness,+fairness,categorization
1990,retaliation,-care,+fairness,categorization
1990,compensated,+fairness,+fairness,categorization
1990,trusting,+care,+fairness,categorization
1990,trusts,+care,+fairness,categorization
1990,compensate,-care,+fairness,categorization
1990,justify,+fairness,+fairness,categorization
1990,repaid,+fairness,+fairness,categorization
1990,repay,+loyalty,+fairness,categorization
1990,justifying,+authority,+fairness,categorization
1990,trusted,+care,+fairness,categorization
1990,avenge,-care,+fairness,categorization
1990,player,+authority,+loyalty,categorization
1990,patriot,+authority,+loyalty,categorization
1990,loyal,+loyalty,+loyalty,categorization
1990,loyalty,+authority,+loyalty,categorization
1990,patriots,-loyalty,+loyalty,categorization
1990,fidelity,+sanctity,+loyalty,categorization
1990,allegiance,+loyalty,+loyalty,categorization
1990,ally,+loyalty,+loyalty,categorization
1990,faction,+authority,+loyalty,categorization
1990,comrades,-care,+loyalty,categorization
1990,sacrifice,+sanctity,+loyalty,categorization
1990,allies,+loyalty,+loyalty,categorization
1990,organization,+loyalty,+loyalty,categorization
1990,followers,+sanctity,+loyalty,categorization
1990,sacrifices,+sanctity,+loyalty,categorization
1990,fellow,+loyalty,+loyalty,categorization
1990,family,+loyalty,+loyalty,categorization
1990,corps,+authority,+loyalty,categorization
1990,unity,+sanctity,+loyalty,categorization
1990,companions,+loyalty,+loyalty,categorization
1990,country,+loyalty,+loyalty,categorization
1990,companion,+authority,+loyalty,categorization
1990,sacrificing,+care,+loyalty,categorization
1990,sacrificed,+sanctity,+loyalty,categorization
1990,troops,+authority,+loyalty,categorization
1990,nation,+loyalty,+loyalty,categorization
1990,allied,+loyalty,+loyalty,categorization
1990,community,+loyalty,+loyalty,categorization
1990,group,+loyalty,+loyalty,categorization
1990,factions,+loyalty,+loyalty,categorization
1990,familiarity,+care,+loyalty,categorization
1990,enlist,+loyalty,+loyalty,categorization
1990,wife,+sanctity,+loyalty,categorization
1990,united,+loyalty,+loyalty,categorization
1990,belongs,+loyalty,+loyalty,categorization
1990,congregation,+sanctity,+loyalty,categorization
1990,clan,+loyalty,+loyalty,categorization
1990,sect,+sanctity,+loyalty,categorization
1990,enlisted,+authority,+loyalty,categorization
1990,war,-care,+loyalty,categorization
1990,joining,+loyalty,+loyalty,categorization
1990,troop,+authority,+loyalty,categorization
1990,coalition,+loyalty,+loyalty,categorization
1990,pledge,+authority,+loyalty,categorization
1990,unite,+loyalty,+loyalty,categorization
1990,communion,+sanctity,+loyalty,categorization
1990,belong,+loyalty,+loyalty,categorization
1990,belonged,+loyalty,+loyalty,categorization
1990,company,+authority,+loyalty,categorization
1990,collective,+authority,+loyalty,categorization
1990,fellows,+authority,+loyalty,categorization
1990,uniting,+loyalty,+loyalty,categorization
1990,herd,+loyalty,+loyalty,categorization
1990,sects,+sanctity,+loyalty,categorization
1990,unites,+sanctity,+loyalty,categorization
1990,families,+loyalty,+loyalty,categorization
1990,fellowship,+sanctity,+loyalty,categorization
1990,kin,+loyalty,+loyalty,categorization
1990,nations,+loyalty,+loyalty,categorization
1990,tribe,+loyalty,+loyalty,categorization
1990,pledges,+authority,+loyalty,categorization
1990,congregations,+sanctity,+loyalty,categorization
1990,herds,-sanctity,+loyalty,categorization
1990,communities,+loyalty,+loyalty,categorization
1990,familiar,+care,+loyalty,categorization
1990,belonging,+loyalty,+loyalty,categorization
1990,pledged,+loyalty,+loyalty,categorization
1990,bowed,+authority,+loyalty,categorization
1990,collectively,+loyalty,+loyalty,categorization
1990,together,+loyalty,+loyalty,categorization
1990,groups,+loyalty,+loyalty,categorization
1990,tribes,+loyalty,+loyalty,categorization
1990,companies,+authority,+loyalty,categorization
1990,countries,+loyalty,+loyalty,categorization
1990,respect,+authority,+authority,categorization
1990,obey,+authority,+authority,categorization
1990,authority,+authority,+authority,categorization
1990,obeyed,+authority,+authority,categorization
1990,deference,+authority,+authority,categorization
1990,reverence,+care,+authority,categorization
1990,respecting,+fairness,+authority,categorization
1990,obeying,+authority,+authority,categorization
1990,tradition,+sanctity,+authority,categorization
1990,adhere,+authority,+authority,categorization
1990,govern,+authority,+authority,categorization
1990,comply,+authority,+authority,categorization
1990,respectful,+authority,+authority,categorization
1990,honor,+sanctity,+authority,categorization
1990,adhered,+authority,+authority,categorization
1990,allegiance,+loyalty,+authority,categorization
1990,dictates,+authority,+authority,categorization
1990,nobility,+authority,+authority,categorization
1990,forbid,+authority,+authority,categorization
1990,dominion,+authority,+authority,categorization
1990,governed,+authority,+authority,categorization
1990,obedient,+authority,+authority,categorization
1990,adhering,+authority,+authority,categorization
1990,governs,+authority,+authority,categorization
1990,governing,+authority,+authority,categorization
1990,oppress,-care,+authority,categorization
1990,respected,+authority,+authority,categorization
1990,respectfully,+authority,+authority,categorization
1990,honorable,+sanctity,+authority,categorization
1990,dictate,+authority,+authority,categorization
1990,commandments,+sanctity,+authority,categorization
1990,commandment,+sanctity,+authority,categorization
1990,politeness,+care,+authority,categorization
1990,respects,+authority,+authority,categorization
1990,obedience,+authority,+authority,categorization
1990,forbids,+authority,+authority,categorization
1990,permission,+authority,+authority,categorization
1990,veneration,+sanctity,+authority,categorization
1990,hierarchy,+authority,+authority,categorization
1990,forbade,+authority,+authority,categorization
1990,proper,+authority,+authority,categorization
1990,stature,+authority,+authority,categorization
1990,acquiesce,-authority,+authority,categorization
1990,adherence,+authority,+authority,categorization
1990,punish,+authority,+authority,categorization
1990,forbidding,+authority,+authority,categorization
1990,revered,+sanctity,+authority,categorization
1990,patriarchs,+sanctity,+authority,categorization
1990,decree,+authority,+authority,categorization
1990,dominions,+authority,+authority,categorization
1990,institution,+sanctity,+authority,categorization
1990,monarchical,+authority,+authority,categorization
1990,servant,+authority,+authority,categorization
1990,decrees,+authority,+authority,categorization
1990,permit,+authority,+authority,categorization
1990,duty,+authority,+authority,categorization
1990,compliance,+authority,+authority,categorization
1990,duties,+authority,+authority,categorization
1990,dictated,+authority,+authority,categorization
1990,elders,+authority,+authority,categorization
1990,emperors,+sanctity,+authority,categorization
1990,commands,+authority,+authority,categorization
1990,acquiesced,+authority,+authority,categorization
1990,emperor,+authority,+authority,categorization
1990,adheres,+sanctity,+authority,categorization
1990,servants,+sanctity,+authority,categorization
1990,regulations,+authority,+authority,categorization
1990,covenant,+sanctity,+authority,categorization
1990,subordinate,+authority,+authority,categorization
1990,nobles,+sanctity,+authority,categorization
1990,permits,+authority,+authority,categorization
1990,control,+authority,+authority,categorization
1990,command,+authority,+authority,categorization
1990,patriarch,+sanctity,+authority,categorization
1990,empires,+authority,+authority,categorization
1990,protect,+care,+authority,categorization
1990,subordination,+authority,+authority,categorization
1990,punished,-care,+authority,categorization
1990,noble,+sanctity,+authority,categorization
1990,order,+authority,+authority,categorization
1990,worship,+sanctity,+authority,categorization
1990,monarchs,+authority,+authority,categorization
1990,ruling,+authority,+authority,categorization
1990,authorities,+authority,+authority,categorization
1990,protection,+care,+authority,categorization
1990,fathers,+sanctity,+authority,categorization
1990,institutions,+loyalty,+authority,categorization
1990,governors,+authority,+authority,categorization
1990,commanded,+authority,+authority,categorization
1990,police,-care,+authority,categorization
1990,authorize,+authority,+authority,categorization
1990,protecting,+care,+authority,categorization
1990,empire,+authority,+authority,categorization
1990,chiefs,+authority,+authority,categorization
1990,monarchies,+authority,+authority,categorization
1990,bowing,-sanctity,+authority,categorization
1990,willing,-authority,+authority,categorization
1990,polite,+authority,+authority,categorization
1990,bishops,+sanctity,+authority,categorization
1990,monarch,+authority,+authority,categorization
1990,slaves,+sanctity,+authority,categorization
1990,traitors,-loyalty,+authority,categorization
1990,punishments,-care,+authority,categorization
1990,authorized,+authority,+authority,categorization
1990,protector,+sanctity,+authority,categorization
1990,dutiful,+authority,+authority,categorization
1990,father,+sanctity,+authority,categorization
1990,punishment,-care,+authority,categorization
1990,monarchy,+authority,+authority,categorization
1990,elder,+authority,+authority,categorization
1990,leaders,+loyalty,+authority,categorization
1990,bishop,+sanctity,+authority,categorization
1990,protectors,+care,+authority,categorization
1990,dictator,+authority,+authority,categorization
1990,protected,+care,+authority,categorization
1990,punishing,-fairness,+authority,categorization
1990,traitor,-loyalty,+authority,categorization
1990,commanding,+authority,+authority,categorization
1990,commanders,+authority,+authority,categorization
1990,pope,+authority,+authority,categorization
1990,master,+authority,+authority,categorization
1990,president,+authority,+authority,categorization
1990,slave,+authority,+authority,categorization
1990,chief,+authority,+authority,categorization
1990,covenants,+authority,+authority,categorization
1990,commander,+authority,+authority,categorization
1990,guide,+care,+authority,categorization
1990,ordered,+authority,+authority,categorization
1990,captains,+authority,+authority,categorization
1990,commandant,+authority,+authority,categorization
1990,governor,+authority,+authority,categorization
1990,admiral,+authority,+authority,categorization
1990,bowed,+authority,+authority,categorization
1990,arrest,-care,+authority,categorization
1990,ordering,+authority,+authority,categorization
1990,submit,+authority,+authority,categorization
1990,captain,+authority,+authority,categorization
1990,arrested,-care,+authority,categorization
1990,leader,+authority,+authority,categorization
1990,rank,+authority,+authority,categorization
1990,regulation,+authority,+authority,categorization
1990,dean,+authority,+authority,categorization
1990,ranks,+authority,+authority,categorization
1990,guides,+care,+authority,categorization
1990,admirals,+authority,+authority,categorization
1990,queen,+authority,+authority,categorization
1990,elderly,+care,+authority,categorization
1990,principal,+authority,+authority,categorization
1990,submission,+authority,+authority,categorization
1990,queens,+authority,+authority,categorization
1990,controlled,+authority,+authority,categorization
1990,submitting,+authority,+authority,categorization
1990,managers,+loyalty,+authority,categorization
1990,submitted,+authority,+authority,categorization
1990,ranked,+loyalty,+authority,categorization
1990,manager,+authority,+authority,categorization
1990,sanctity,+sanctity,+sanctity,categorization
1990,sacred,+sanctity,+sanctity,categorization
1990,purity,+sanctity,+sanctity,categorization
1990,wholesome,+sanctity,+sanctity,categorization
1990,holiness,+sanctity,+sanctity,categorization
1990,dignity,+sanctity,+sanctity,categorization
1990,godly,+sanctity,+sanctity,categorization
1990,piety,+sanctity,+sanctity,categorization
1990,sanctify,+sanctity,+sanctity,categorization
1990,chastity,+sanctity,+sanctity,categorization
1990,holy,+sanctity,+sanctity,categorization
1990,pious,+sanctity,+sanctity,categorization
1990,righteousness,+sanctity,+sanctity,categorization
1990,dignities,+sanctity,+sanctity,categorization
1990,sanctified,+sanctity,+sanctity,categorization
1990,godliness,+sanctity,+sanctity,categorization
1990,chaste,+sanctity,+sanctity,categorization
1990,righteous,+sanctity,+sanctity,categorization
1990,divine,+sanctity,+sanctity,categorization
1990,religious,+sanctity,+sanctity,categorization
1990,spiritual,+sanctity,+sanctity,categorization
1990,deity,+sanctity,+sanctity,categorization
1990,noble,+sanctity,+sanctity,categorization
1990,modesty,+sanctity,+sanctity,categorization
1990,decency,+sanctity,+sanctity,categorization
1990,scriptures,+sanctity,+sanctity,categorization
1990,nobility,+authority,+sanctity,categorization
1990,religion,+sanctity,+sanctity,categorization
1990,soul,+sanctity,+sanctity,categorization
1990,exalted,+sanctity,+sanctity,categorization
1990,eternal,+sanctity,+sanctity,categorization
1990,deities,+sanctity,+sanctity,categorization
1990,faith,+sanctity,+sanctity,categorization
1990,scripture,+sanctity,+sanctity,categorization
1990,worship,+sanctity,+sanctity,categorization
1990,virgin,+sanctity,+sanctity,categorization
1990,god,+sanctity,+sanctity,categorization
1990,purify,+sanctity,+sanctity,categorization
1990,pure,+sanctity,+sanctity,categorization
1990,exalt,+sanctity,+sanctity,categorization
1990,divinity,+sanctity,+sanctity,categorization
1990,heaven,+sanctity,+sanctity,categorization
1990,devout,+sanctity,+sanctity,categorization
1990,dignified,+authority,+sanctity,categorization
1990,tabernacle,+sanctity,+sanctity,categorization
1990,souls,+sanctity,+sanctity,categorization
1990,temple,+sanctity,+sanctity,categorization
1990,heavenly,+sanctity,+sanctity,categorization
1990,cleanliness,+sanctity,+sanctity,categorization
1990,gospels,+sanctity,+sanctity,categorization
1990,prophets,+sanctity,+sanctity,categorization
1990,religions,+sanctity,+sanctity,categorization
1990,temples,+sanctity,+sanctity,categorization
1990,saints,+sanctity,+sanctity,categorization
1990,temperance,+sanctity,+sanctity,categorization
1990,celibacy,+sanctity,+sanctity,categorization
1990,consecrated,+sanctity,+sanctity,categorization
1990,bless,+sanctity,+sanctity,categorization
1990,marriage,+sanctity,+sanctity,categorization
1990,prophet,+sanctity,+sanctity,categorization
1990,supernatural,+sanctity,+sanctity,categorization
1990,eternally,-sanctity,+sanctity,categorization
1990,apostles,+sanctity,+sanctity,categorization
1990,monastic,+sanctity,+sanctity,categorization
1990,purified,-sanctity,+sanctity,categorization
1990,communion,+sanctity,+sanctity,categorization
1990,gods,+sanctity,+sanctity,categorization
1990,christians,+sanctity,+sanctity,categorization
1990,theological,+sanctity,+sanctity,categorization
1990,christian,+sanctity,+sanctity,categorization
1990,prophetic,+sanctity,+sanctity,categorization
1990,saint,+sanctity,+sanctity,categorization
1990,apostle,+sanctity,+sanctity,categorization
1990,prayer,+sanctity,+sanctity,categorization
1990,shrine,+sanctity,+sanctity,categorization
1990,virgins,+sanctity,+sanctity,categorization
1990,glorious,+sanctity,+sanctity,categorization
1990,atonement,+sanctity,+sanctity,categorization
1990,church,+sanctity,+sanctity,categorization
1990,blessings,+sanctity,+sanctity,categorization
1990,gospel,+sanctity,+sanctity,categorization
1990,pray,+sanctity,+sanctity,categorization
1990,theology,+sanctity,+sanctity,categorization
1990,orthodox,+sanctity,+sanctity,categorization
1990,faithfully,+authority,+sanctity,categorization
1990,catholic,+sanctity,+sanctity,categorization
1990,heavens,+sanctity,+sanctity,categorization
1990,blessed,+sanctity,+sanctity,categorization
1990,faithful,+loyalty,+sanctity,categorization
1990,koran,+sanctity,+sanctity,categorization
1990,abstinence,+sanctity,+sanctity,categorization
1990,jesus,+sanctity,+sanctity,categorization
1990,monastery,+sanctity,+sanctity,categorization
1990,consecration,+sanctity,+sanctity,categorization
1990,catholics,+sanctity,+sanctity,categorization
1990,prayers,+sanctity,+sanctity,categorization
1990,prayed,+sanctity,+sanctity,categorization
1990,organic,-sanctity,+sanctity,categorization
1990,bible,+sanctity,+sanctity,categorization
1990,glory,+sanctity,+sanctity,categorization
1990,glories,+sanctity,+sanctity,categorization
1990,priests,+sanctity,+sanctity,categorization
1990,reverend,+authority,+sanctity,categorization
1990,christ,+sanctity,+sanctity,categorization
1990,churches,+sanctity,+sanctity,categorization
1990,cathedral,+sanctity,+sanctity,categorization
1990,monasteries,+sanctity,+sanctity,categorization
1990,raw,-sanctity,+sanctity,categorization
1990,refinement,+sanctity,+sanctity,categorization
1990,nuns,+sanctity,+sanctity,categorization
1990,monks,+sanctity,+sanctity,categorization
1990,almighty,+sanctity,+sanctity,categorization
1990,repent,+sanctity,+sanctity,categorization
1990,prays,+sanctity,+sanctity,categorization
1990,clean,-sanctity,+sanctity,categorization
1990,lord,+sanctity,+sanctity,categorization
1990,praying,+sanctity,+sanctity,categorization
1990,marry,+sanctity,+sanctity,categorization
1990,marrying,+sanctity,+sanctity,categorization
1990,priest,+sanctity,+sanctity,categorization
1990,food,+care,+sanctity,categorization
1990,marries,+care,+sanctity,categorization
1990,synagogue,+sanctity,+sanctity,categorization
1990,refined,+sanctity,+sanctity,categorization
1990,angel,+sanctity,+sanctity,categorization
1990,blessing,+sanctity,+sanctity,categorization
1990,monk,+sanctity,+sanctity,categorization
1990,pope,+authority,+sanctity,categorization
1990,nobles,+authority,+sanctity,categorization
1990,blood,-sanctity,+sanctity,categorization
1990,repented,-sanctity,+sanctity,categorization
1990,pastor,+sanctity,+sanctity,categorization
1990,lords,+authority,+sanctity,categorization
1990,bloody,-care,+sanctity,categorization
1990,untouched,-sanctity,+sanctity,categorization
1990,married,+sanctity,+sanctity,categorization
1990,body,-sanctity,+sanctity,categorization
1990,mary,+sanctity,+sanctity,categorization
1990,atone,-sanctity,+sanctity,categorization
1990,immunities,+authority,+sanctity,categorization
1990,refine,+authority,+sanctity,categorization
1990,harm,-care,-care,categorization
1990,suffer,-care,-care,categorization
1990,hurt,-care,-care,categorization
1990,cruel,-care,-care,categorization
1990,endanger,-care,-care,categorization
1990,suffering,-care,-care,categorization
1990,threaten,-care,-care,categorization
1990,inflict,-care,-care,categorization
1990,suffered,-care,-care,categorization
1990,inflicted,-care,-care,categorization
1990,injurious,-care,-care,categorization
1990,hurtful,-sanctity,-care,categorization
1990,suffers,-care,-care,categorization
1990,inflicting,-care,-care,categorization
1990,damage,-care,-care,categorization
1990,kill,-care,-care,categorization
1990,die,-care,-care,categorization
1990,torment,-care,-care,categorization
1990,destroy,-care,-care,categorization
1990,distresses,-care,-care,categorization
1990,afflict,+sanctity,-care,categorization
1990,distressing,+care,-care,categorization
1990,destroys,-care,-care,categorization
1990,pain,-care,-care,categorization
1990,harsh,-care,-care,categorization
1990,threatened,-care,-care,categorization
1990,harass,-care,-care,categorization
1990,afflicted,-care,-care,categorization
1990,threatens,-care,-care,categorization
1990,threatening,-care,-care,categorization
1990,distress,-care,-care,categorization
1990,damaged,-care,-care,categorization
1990,agony,-care,-care,categorization
1990,abused,-care,-care,categorization
1990,inhuman,-care,-care,categorization
1990,injured,-care,-care,categorization
1990,torments,-care,-care,categorization
1990,cruelty,-care,-care,categorization
1990,tormented,-care,-care,categorization
1990,endangered,-care,-care,categorization
1990,destroying,-care,-care,categorization
1990,killed,-care,-care,categorization
1990,tortured,-care,-care,categorization
1990,tortures,-care,-care,categorization
1990,anguish,-care,-care,categorization
1990,attacked,-care,-care,categorization
1990,victim,-care,-care,categorization
1990,crying,-care,-care,categorization
1990,damages,-care,-care,categorization
1990,threat,-care,-care,categorization
1990,persecute,+sanctity,-care,categorization
1990,violent,-care,-care,categorization
1990,annihilated,+authority,-care,categorization
1990,destroyed,-care,-care,categorization
1990,injuring,-care,-care,categorization
1990,killing,-care,-care,categorization
1990,wounded,-care,-care,categorization
1990,persecuted,-care,-care,categorization
1990,ravages,-care,-care,categorization
1990,harassed,-care,-care,categorization
1990,injury,-care,-care,categorization
1990,annihilate,-care,-care,categorization
1990,destruction,-care,-care,categorization
1990,kills,-care,-care,categorization
1990,victims,-care,-care,categorization
1990,cried,-care,-care,categorization
1990,wounds,-care,-care,categorization
1990,ravaged,-care,-care,categorization
1990,pains,-care,-care,categorization
1990,assaulted,-care,-care,categorization
1990,distressed,-care,-care,categorization
1990,persecution,-care,-care,categorization
1990,murdered,-care,-care,categorization
1990,torture,-care,-care,categorization
1990,murderers,-care,-care,categorization
1990,afflictions,-care,-care,categorization
1990,sorrowful,-care,-care,categorization
1990,assaults,-care,-care,categorization
1990,needy,+care,-care,categorization
1990,affliction,-care,-care,categorization
1990,cries,-care,-care,categorization
1990,fighting,-care,-care,categorization
1990,fight,+loyalty,-care,categorization
1990,attack,-care,-care,categorization
1990,sorrow,-care,-care,categorization
1990,threats,-care,-care,categorization
1990,stabbed,-care,-care,categorization
1990,annihilation,-care,-care,categorization
1990,punch,-sanctity,-care,categorization
1990,harshness,-care,-care,categorization
1990,sufferers,-care,-care,categorization
1990,smite,+sanctity,-care,categorization
1990,sufferer,-care,-care,categorization
1990,abuses,-care,-care,categorization
1990,attacks,-care,-care,categorization
1990,carnage,-care,-care,categorization
1990,tribulation,-care,-care,categorization
1990,murderer,-care,-care,categorization
1990,wound,+care,-care,categorization
1990,assault,-care,-care,categorization
1990,hunger,-care,-care,categorization
1990,rape,-care,-care,categorization
1990,violence,-care,-care,categorization
1990,sorrows,-care,-care,categorization
1990,murder,-care,-care,categorization
1990,assassinated,+authority,-care,categorization
1990,molestation,-care,-care,categorization
1990,murders,-care,-care,categorization
1990,assassins,+loyalty,-care,categorization
1990,assassin,-care,-care,categorization
1990,exploits,+authority,-care,categorization
1990,assassination,-care,-care,categorization
1990,cheat,-fairness,-fairness,categorization
1990,unfair,-fairness,-fairness,categorization
1990,injustice,-care,-fairness,categorization
1990,fraud,-fairness,-fairness,categorization
1990,unjust,-care,-fairness,categorization
1990,cheated,-care,-fairness,categorization
1990,fraudulent,-fairness,-fairness,categorization
1990,frauds,-fairness,-fairness,categorization
1990,deception,-care,-fairness,categorization
1990,hypocrisy,-fairness,-fairness,categorization
1990,discrimination,-fairness,-fairness,categorization
1990,unequal,+fairness,-fairness,categorization
1990,defraud,-fairness,-fairness,categorization
1990,liar,-sanctity,-fairness,categorization
1990,inequality,-fairness,-fairness,categorization
1990,hypocrite,+sanctity,-fairness,categorization
1990,mislead,-fairness,-fairness,categorization
1990,inequalities,-fairness,-fairness,categorization
1990,prejudice,-fairness,-fairness,categorization
1990,crooked,-sanctity,-fairness,categorization
1990,oppress,-care,-fairness,categorization
1990,oppression,-care,-fairness,categorization
1990,betrayed,-care,-fairness,categorization
1990,bias,-fairness,-fairness,categorization
1990,deceive,-fairness,-fairness,categorization
1990,deceived,-fairness,-fairness,categorization
1990,deceiving,-fairness,-fairness,categorization
1990,prejudiced,-fairness,-fairness,categorization
1990,theft,-care,-fairness,categorization
1990,discriminate,+authority,-fairness,categorization
1990,betraying,-loyalty,-fairness,categorization
1990,partiality,-fairness,-fairness,categorization
1990,disproportion,-sanctity,-fairness,categorization
1990,distrust,+care,-fairness,categorization
1990,betray,-fairness,-fairness,categorization
1990,thief,-fairness,-fairness,categorization
1990,lying,-sanctity,-fairness,categorization
1990,thieves,-fairness,-fairness,categorization
1990,stealing,-fairness,-fairness,categorization
1990,steal,-fairness,-fairness,categorization
1990,betrays,+care,-fairness,categorization
1990,stolen,-fairness,-fairness,categorization
1990,robbed,-care,-fairness,categorization
1990,stole,-fairness,-fairness,categorization
1990,exploits,+authority,-fairness,categorization
1990,robbers,-fairness,-fairness,categorization
1990,robber,-care,-fairness,categorization
1990,traitor,-care,-loyalty,categorization
1990,treason,-authority,-loyalty,categorization
1990,traitors,-care,-loyalty,categorization
1990,betray,-fairness,-loyalty,categorization
1990,betraying,-loyalty,-loyalty,categorization
1990,betrayed,-fairness,-loyalty,categorization
1990,treachery,-care,-loyalty,categorization
1990,enemies,+loyalty,-loyalty,categorization
1990,heretic,-loyalty,-loyalty,categorization
1990,enemy,-care,-loyalty,categorization
1990,betrays,-fairness,-loyalty,categorization
1990,infidels,-sanctity,-loyalty,categorization
1990,infidel,-loyalty,-loyalty,categorization
1990,deserting,-care,-loyalty,categorization
1990,heresy,-authority,-loyalty,categorization
1990,heretics,-loyalty,-loyalty,categorization
1990,rebellion,-authority,-loyalty,categorization
1990,desertion,-care,-loyalty,categorization
1990,deserters,+authority,-loyalty,categorization
1990,rebel,-authority,-loyalty,categorization
1990,treacherous,-sanctity,-loyalty,categorization
1990,heresies,-authority,-loyalty,categorization
1990,rebels,-loyalty,-loyalty,categorization
1990,infidelity,-care,-loyalty,categorization
1990,disobedience,-authority,-authority,categorization
1990,anarchy,-authority,-authority,categorization
1990,chaos,-sanctity,-authority,categorization
1990,subversion,-care,-authority,categorization
1990,subvert,-care,-authority,categorization
1990,sedition,-authority,-authority,categorization
1990,treason,-authority,-authority,categorization
1990,overthrow,-authority,-authority,categorization
1990,insurrection,-authority,-authority,categorization
1990,rebellion,-authority,-authority,categorization
1990,transgress,+authority,-authority,categorization
1990,treachery,-care,-authority,categorization
1990,dissent,-authority,-authority,categorization
1990,transgression,-sanctity,-authority,categorization
1990,mutiny,-authority,-authority,categorization
1990,disobedient,+sanctity,-authority,categorization
1990,lawless,-care,-authority,categorization
1990,riot,-authority,-authority,categorization
1990,overthrown,-care,-authority,categorization
1990,riots,-authority,-authority,categorization
1990,refuse,+authority,-authority,categorization
1990,dissenters,+sanctity,-authority,categorization
1990,insurrections,-authority,-authority,categorization
1990,unlawful,-fairness,-authority,categorization
1990,heresy,-loyalty,-authority,categorization
1990,tumult,-care,-authority,categorization
1990,illegal,-fairness,-authority,categorization
1990,disorder,-care,-authority,categorization
