year,instance,predicted_class,true_class,test
1990,ruin,-care,-sanctity,categorization
1990,exploit,+authority,-sanctity,categorization
1990,exploited,+authority,-sanctity,categorization
1990,disgust,-sanctity,-sanctity,categorization
1990,corruption,-fairness,-sanctity,categorization
1990,disease,-care,-sanctity,categorization
1990,dirt,-care,-sanctity,categorization
1990,sin,-sanctity,-sanctity,categorization
1990,sins,-sanctity,-sanctity,categorization
1990,whore,-sanctity,-sanctity,categorization
1990,gross,+authority,-sanctity,categorization
1990,sick,-care,-sanctity,categorization
1990,stain,-sanctity,-sanctity,categorization
1990,wicked,-sanctity,-sanctity,categorization
1990,wretched,-sanctity,-sanctity,categorization
1990,loosen,neutral,neutral,null_test
1990,cap,neutral,neutral,null_test
1990,ton,neutral,neutral,null_test
1990,circumstance,neutral,neutral,null_test
1990,manufacturing,neutral,neutral,null_test
1990,manufacture,neutral,neutral,null_test
1990,hose,neutral,neutral,null_test
1990,platform,neutral,neutral,null_test
1990,mat,neutral,neutral,null_test
1990,auto,neutral,neutral,null_test
1990,franchise,neutral,neutral,null_test
1990,spur,neutral,neutral,null_test
1990,ballistic,neutral,neutral,null_test
1990,vertical,neutral,neutral,null_test
1990,horn,neutral,neutral,null_test
1990,beaver,neutral,neutral,null_test
1990,analyst,neutral,neutral,null_test
1990,reservation,neutral,neutral,null_test
1990,eleven,moral,neutral,null_test
1990,yen,neutral,neutral,null_test
1990,net,neutral,neutral,null_test
1990,credit,moral,neutral,null_test
1990,minister,moral,neutral,null_test
1990,retail,neutral,neutral,null_test
1990,seal,neutral,neutral,null_test
1990,rotation,neutral,neutral,null_test
1990,forge,neutral,neutral,null_test
1990,acquisition,neutral,neutral,null_test
1990,surge,neutral,neutral,null_test
1990,indication,neutral,neutral,null_test
1990,vent,neutral,neutral,null_test
1990,forty,moral,neutral,null_test
1990,testament,neutral,neutral,null_test
1990,milky,neutral,neutral,null_test
1990,treatment,moral,neutral,null_test
1990,customary,neutral,neutral,null_test
1990,pork,neutral,neutral,null_test
1990,bar,neutral,neutral,null_test
1990,psyche,neutral,neutral,null_test
1990,multitude,neutral,neutral,null_test
1990,pace,neutral,neutral,null_test
1990,column,neutral,neutral,null_test
1990,context,moral,neutral,null_test
1990,textbook,neutral,neutral,null_test
1990,strand,neutral,neutral,null_test
1990,sill,neutral,neutral,null_test
1990,machine,neutral,neutral,null_test
1990,shout,neutral,neutral,null_test
1990,extension,neutral,neutral,null_test
1990,ruler,neutral,neutral,null_test
1990,depend,moral,neutral,null_test
1990,invisible,moral,neutral,null_test
1990,rug,neutral,neutral,null_test
1990,sophomore,neutral,neutral,null_test
1990,technical,neutral,neutral,null_test
1990,reduction,moral,neutral,null_test
1990,project,moral,neutral,null_test
1990,interstate,neutral,neutral,null_test
1990,episode,neutral,neutral,null_test
1990,widen,neutral,neutral,null_test
1990,insistence,neutral,neutral,null_test
1990,financial,moral,neutral,null_test
1990,outskirts,neutral,neutral,null_test
1990,convention,moral,neutral,null_test
1990,principle,moral,neutral,null_test
1990,interviewer,neutral,neutral,null_test
1990,pagan,neutral,neutral,null_test
1990,teeth,moral,neutral,null_test
1990,chalk,neutral,neutral,null_test
1990,probability,neutral,neutral,null_test
1990,pact,neutral,neutral,null_test
1990,semester,neutral,neutral,null_test
1990,multiple,neutral,neutral,null_test
1990,fir,neutral,neutral,null_test
1990,toss,neutral,neutral,null_test
1990,tile,neutral,neutral,null_test
1990,observer,neutral,neutral,null_test
1990,trademark,neutral,neutral,null_test
1990,apartments,neutral,neutral,null_test
1990,council,moral,neutral,null_test
1990,undergraduate,neutral,neutral,null_test
1990,stretch,neutral,neutral,null_test
1990,latch,neutral,neutral,null_test
1990,trunk,neutral,neutral,null_test
1990,scissors,neutral,neutral,null_test
1990,iron,neutral,neutral,null_test
1990,hydrogen,neutral,neutral,null_test
1990,news,moral,neutral,null_test
1990,sovereign,moral,neutral,null_test
1990,apparent,moral,neutral,null_test
1990,placement,neutral,neutral,null_test
1990,forehead,neutral,neutral,null_test
1990,fence,neutral,neutral,null_test
1990,pharmacy,neutral,neutral,null_test
1990,limestone,neutral,neutral,null_test
1990,application,neutral,neutral,null_test
1990,bag,neutral,neutral,null_test
1990,cluster,neutral,neutral,null_test
1990,fiddle,neutral,neutral,null_test
1990,brass,neutral,neutral,null_test
1990,publisher,neutral,neutral,null_test
1990,bit,moral,neutral,null_test
1990,granite,neutral,neutral,null_test
1990,examination,neutral,neutral,null_test
1990,eventual,neutral,neutral,null_test
1990,comparative,neutral,neutral,null_test
1990,implement,neutral,neutral,null_test
1990,ozone,moral,neutral,null_test
1990,translator,neutral,neutral,null_test
1990,concern,moral,neutral,null_test
1990,reform,moral,neutral,null_test
1990,rope,neutral,neutral,null_test
1990,background,neutral,neutral,null_test
1990,clinic,moral,neutral,null_test
1990,manual,neutral,neutral,null_test
1990,director,neutral,neutral,null_test
1990,flank,neutral,neutral,null_test
1990,merge,neutral,neutral,null_test
1990,steel,neutral,neutral,null_test
1990,advisory,neutral,neutral,null_test
1990,regional,neutral,neutral,null_test
1990,attic,neutral,neutral,null_test
1990,interval,neutral,neutral,null_test
1990,sewing,neutral,neutral,null_test
1990,tactical,neutral,neutral,null_test
1990,liaison,neutral,neutral,null_test
1990,testimony,neutral,neutral,null_test
1990,intermediate,neutral,neutral,null_test
1990,cock,neutral,neutral,null_test
1990,brand,moral,neutral,null_test
1990,stately,neutral,neutral,null_test
1990,fluid,neutral,neutral,null_test
1990,waiter,neutral,neutral,null_test
1990,agenda,moral,neutral,null_test
1990,dock,neutral,neutral,null_test
1990,hour,moral,neutral,null_test
1990,distribute,neutral,neutral,null_test
1990,distinction,moral,neutral,null_test
1990,nod,neutral,neutral,null_test
1990,capture,neutral,neutral,null_test
1990,linear,neutral,neutral,null_test
1990,input,neutral,neutral,null_test
1990,section,neutral,neutral,null_test
1990,informal,neutral,neutral,null_test
1990,antibiotics,neutral,neutral,null_test
1990,work,moral,neutral,null_test
1990,slice,neutral,neutral,null_test
1990,adulthood,neutral,neutral,null_test
1990,modification,neutral,neutral,null_test
1990,autonomy,moral,neutral,null_test
1990,gender,moral,neutral,null_test
1990,pipeline,neutral,neutral,null_test
1990,rhetorical,neutral,neutral,null_test
1990,swell,neutral,neutral,null_test
1990,forum,neutral,neutral,null_test
1990,domestic,moral,neutral,null_test
1990,summary,neutral,neutral,null_test
1990,monitor,neutral,neutral,null_test
1990,embargo,neutral,neutral,null_test
1990,ordinary,moral,neutral,null_test
1990,psychologist,neutral,neutral,null_test
1990,surgeon,neutral,neutral,null_test
1990,hull,neutral,neutral,null_test
1990,domain,neutral,neutral,null_test
1990,category,moral,neutral,null_test
1990,dash,neutral,neutral,null_test
1990,urgency,neutral,neutral,null_test
1990,remark,neutral,neutral,null_test
1990,freshman,neutral,neutral,null_test
1990,metal,neutral,neutral,null_test
1990,post,neutral,neutral,null_test
1990,chess,neutral,neutral,null_test
1990,cunning,neutral,neutral,null_test
1990,practitioner,neutral,neutral,null_test
1990,safe,moral,moral,null_test
1990,peace,moral,moral,null_test
1990,compassion,moral,moral,null_test
1990,sympathy,moral,moral,null_test
1990,care,moral,moral,null_test
1990,caring,moral,moral,null_test
1990,protect,moral,moral,null_test
1990,protection,moral,moral,null_test
1990,shield,neutral,moral,null_test
1990,shelter,moral,moral,null_test
1990,secure,moral,moral,null_test
1990,benefit,moral,moral,null_test
1990,defend,moral,moral,null_test
1990,defender,neutral,moral,null_test
1990,guard,moral,moral,null_test
1990,preserve,moral,moral,null_test
1990,fair,moral,moral,null_test
1990,fairly,neutral,moral,null_test
1990,fairness,moral,moral,null_test
1990,equal,moral,moral,null_test
1990,justice,moral,moral,null_test
1990,justification,neutral,moral,null_test
1990,rights,moral,moral,null_test
1990,equity,neutral,moral,null_test
1990,equivalent,neutral,moral,null_test
1990,tolerant,neutral,moral,null_test
1990,balance,moral,moral,null_test
1990,reasonable,moral,moral,null_test
1990,constant,moral,moral,null_test
1990,honest,moral,moral,null_test
1990,nation,moral,moral,null_test
1990,family,moral,moral,null_test
1990,families,moral,moral,null_test
1990,group,moral,moral,null_test
1990,loyal,moral,moral,null_test
1990,patriot,neutral,moral,null_test
1990,communal,neutral,moral,null_test
1990,community,moral,moral,null_test
1990,companion,neutral,moral,null_test
1990,comrades,neutral,moral,null_test
1990,collective,neutral,moral,null_test
1990,joint,neutral,moral,null_test
1990,unison,neutral,moral,null_test
1990,fellow,moral,moral,null_test
1990,guild,neutral,moral,null_test
1990,solidarity,neutral,moral,null_test
1990,devote,moral,moral,null_test
1990,member,moral,moral,null_test
1990,ally,neutral,moral,null_test
1990,preserve,moral,moral,null_test
1990,loyal,moral,moral,null_test
1990,obedience,moral,moral,null_test
1990,obey,moral,moral,null_test
1990,duty,moral,moral,null_test
1990,law,moral,moral,null_test
1990,legal,moral,moral,null_test
1990,duties,moral,moral,null_test
1990,award,moral,moral,null_test
1990,honor,moral,moral,null_test
1990,respect,moral,moral,null_test
1990,respectful,neutral,moral,null_test
1990,respected,moral,moral,null_test
1990,respects,moral,moral,null_test
1990,order,moral,moral,null_test
1990,father,moral,moral,null_test
1990,mother,moral,moral,null_test
1990,mothers,moral,moral,null_test
1990,tradition,moral,moral,null_test
1990,hierarchy,neutral,moral,null_test
1990,authority,moral,moral,null_test
1990,permit,moral,moral,null_test
1990,permission,moral,moral,null_test
1990,rank,neutral,moral,null_test
1990,leader,moral,moral,null_test
1990,lead,moral,moral,null_test
1990,class,moral,moral,null_test
1990,position,moral,moral,null_test
1990,compliance,neutral,moral,null_test
1990,command,moral,moral,null_test
1990,control,moral,moral,null_test
1990,submission,neutral,moral,null_test
1990,submit,neutral,moral,null_test
1990,commit,moral,moral,null_test
1990,allegiance,moral,moral,null_test
1990,serve,moral,moral,null_test
1990,fear,moral,moral,null_test
1990,comply,neutral,moral,null_test
1990,preserve,moral,moral,null_test
1990,purity,neutral,moral,null_test
1990,pure,moral,moral,null_test
1990,clean,moral,moral,null_test
1990,sacred,moral,moral,null_test
1990,holy,moral,moral,null_test
1990,saint,moral,moral,null_test
1990,virgin,moral,moral,null_test
1990,integrity,moral,moral,null_test
1990,modesty,neutral,moral,null_test
1990,upright,neutral,moral,null_test
1990,maiden,neutral,moral,null_test
1990,refined,neutral,moral,null_test
1990,decent,moral,moral,null_test
1990,decency,moral,moral,null_test
1990,innocent,moral,moral,null_test
1990,church,moral,moral,null_test
1990,harm,moral,moral,null_test
1990,suffer,moral,moral,null_test
1990,war,moral,moral,null_test
1990,wars,moral,moral,null_test
1990,fight,moral,moral,null_test
1990,battle,moral,moral,null_test
1990,violence,moral,moral,null_test
1990,violent,moral,moral,null_test
1990,hurt,moral,moral,null_test
1990,kill,moral,moral,null_test
1990,kills,moral,moral,null_test
1990,killed,moral,moral,null_test
1990,killing,moral,moral,null_test
1990,cruel,moral,moral,null_test
1990,brutal,moral,moral,null_test
1990,abuse,moral,moral,null_test
1990,damage,moral,moral,null_test
1990,ruin,moral,moral,null_test
1990,crush,neutral,moral,null_test
1990,attack,moral,moral,null_test
1990,destroy,moral,moral,null_test
1990,abandon,moral,moral,null_test
1990,exploit,neutral,moral,null_test
1990,exploited,moral,moral,null_test
1990,wound,neutral,moral,null_test
1990,unfair,moral,moral,null_test
1990,bias,moral,moral,null_test
1990,injustice,moral,moral,null_test
1990,discrimination,moral,moral,null_test
1990,prejudice,moral,moral,null_test
1990,preference,neutral,moral,null_test
1990,exclusion,neutral,moral,null_test
1990,exclusive,neutral,moral,null_test
1990,exclude,neutral,moral,null_test
1990,abandon,moral,moral,null_test
1990,foreign,moral,moral,null_test
1990,enemy,moral,moral,null_test
1990,betray,moral,moral,null_test
1990,individual,moral,moral,null_test
1990,deserted,neutral,moral,null_test
1990,desert,moral,moral,null_test
1990,deception,neutral,moral,null_test
1990,spy,neutral,moral,null_test
1990,betray,moral,moral,null_test
1990,deserted,neutral,moral,null_test
1990,desert,moral,moral,null_test
1990,defiance,neutral,moral,null_test
1990,rebel,moral,moral,null_test
1990,dissent,neutral,moral,null_test
1990,agitated,neutral,moral,null_test
1990,illegal,moral,moral,null_test
1990,oppose,moral,moral,null_test
1990,protest,moral,moral,null_test
1990,refuse,moral,moral,null_test
1990,riot,neutral,moral,null_test
1990,ruin,moral,moral,null_test
1990,exploit,neutral,moral,null_test
1990,exploited,moral,moral,null_test
1990,disgust,neutral,moral,null_test
1990,corruption,moral,moral,null_test
1990,disease,moral,moral,null_test
1990,dirt,neutral,moral,null_test
1990,sin,moral,moral,null_test
1990,sins,moral,moral,null_test
1990,whore,neutral,moral,null_test
1990,gross,neutral,moral,null_test
1990,sick,moral,moral,null_test
1990,stain,neutral,moral,null_test
1990,wicked,neutral,moral,null_test
1990,wretched,neutral,moral,null_test
1990,safe,pos,pos,polarity
1990,peace,pos,pos,polarity
1990,compassion,neg,pos,polarity
1990,sympathy,neg,pos,polarity
1990,care,pos,pos,polarity
1990,caring,pos,pos,polarity
1990,protect,pos,pos,polarity
1990,protection,pos,pos,polarity
1990,shield,neg,pos,polarity
1990,shelter,pos,pos,polarity
1990,secure,pos,pos,polarity
1990,benefit,pos,pos,polarity
1990,defend,pos,pos,polarity
1990,defender,neg,pos,polarity
1990,guard,pos,pos,polarity
1990,preserve,pos,pos,polarity
1990,fair,pos,pos,polarity
1990,fairly,pos,pos,polarity
1990,fairness,pos,pos,polarity
1990,equal,pos,pos,polarity
1990,justice,pos,pos,polarity
1990,justification,pos,pos,polarity
1990,rights,pos,pos,polarity
1990,equity,pos,pos,polarity
1990,equivalent,pos,pos,polarity
1990,tolerant,neg,pos,polarity
1990,balance,pos,pos,polarity
1990,reasonable,pos,pos,polarity
1990,constant,pos,pos,polarity
1990,honest,pos,pos,polarity
1990,nation,pos,pos,polarity
1990,family,pos,pos,polarity
1990,families,pos,pos,polarity
1990,group,pos,pos,polarity
1990,loyal,pos,pos,polarity
1990,patriot,neg,pos,polarity
1990,communal,pos,pos,polarity
1990,community,pos,pos,polarity
1990,companion,neg,pos,polarity
1990,comrades,neg,pos,polarity
1990,collective,neg,pos,polarity
1990,joint,pos,pos,polarity
1990,unison,neg,pos,polarity
1990,fellow,pos,pos,polarity
1990,guild,neg,pos,polarity
1990,solidarity,neg,pos,polarity
1990,devote,pos,pos,polarity
1990,member,pos,pos,polarity
1990,ally,neg,pos,polarity
1990,preserve,pos,pos,polarity
1990,loyal,pos,pos,polarity
1990,obedience,pos,pos,polarity
1990,obey,neg,pos,polarity
1990,duty,pos,pos,polarity
1990,law,pos,pos,polarity
1990,legal,pos,pos,polarity
1990,duties,pos,pos,polarity
1990,award,pos,pos,polarity
1990,honor,pos,pos,polarity
1990,respect,pos,pos,polarity
1990,respectful,neg,pos,polarity
1990,respected,pos,pos,polarity
1990,respects,neg,pos,polarity
1990,order,pos,pos,polarity
1990,father,pos,pos,polarity
1990,mother,pos,pos,polarity
1990,mothers,pos,pos,polarity
1990,tradition,pos,pos,polarity
1990,hierarchy,pos,pos,polarity
1990,authority,pos,pos,polarity
1990,permit,pos,pos,polarity
1990,permission,pos,pos,polarity
1990,rank,pos,pos,polarity
1990,leader,pos,pos,polarity
1990,lead,pos,pos,polarity
1990,class,pos,pos,polarity
1990,position,pos,pos,polarity
1990,compliance,pos,pos,polarity
1990,command,pos,pos,polarity
1990,control,pos,pos,polarity
1990,submission,neg,pos,polarity
1990,submit,pos,pos,polarity
1990,commit,neg,pos,polarity
1990,allegiance,neg,pos,polarity
1990,serve,pos,pos,polarity
1990,fear,neg,pos,polarity
1990,comply,pos,pos,polarity
1990,preserve,pos,pos,polarity
1990,purity,neg,pos,polarity
1990,pure,pos,pos,polarity
1990,clean,pos,pos,polarity
1990,sacred,pos,pos,polarity
1990,holy,pos,pos,polarity
1990,saint,pos,pos,polarity
1990,virgin,pos,pos,polarity
1990,integrity,pos,pos,polarity
1990,modesty,neg,pos,polarity
1990,upright,neg,pos,polarity
1990,maiden,neg,pos,polarity
1990,refined,neg,pos,polarity
1990,decent,pos,pos,polarity
1990,decency,neg,pos,polarity
1990,innocent,neg,pos,polarity
1990,church,pos,pos,polarity
1990,harm,neg,neg,polarity
1990,suffer,neg,neg,polarity
1990,war,neg,neg,polarity
1990,wars,neg,neg,polarity
1990,fight,pos,neg,polarity
1990,battle,neg,neg,polarity
1990,violence,neg,neg,polarity
1990,violent,neg,neg,polarity
1990,hurt,neg,neg,polarity
1990,kill,neg,neg,polarity
1990,kills,neg,neg,polarity
1990,killed,neg,neg,polarity
1990,killing,neg,neg,polarity
1990,cruel,neg,neg,polarity
1990,brutal,neg,neg,polarity
1990,abuse,pos,neg,polarity
1990,damage,neg,neg,polarity
1990,ruin,neg,neg,polarity
1990,crush,neg,neg,polarity
1990,attack,neg,neg,polarity
1990,destroy,pos,neg,polarity
1990,abandon,neg,neg,polarity
1990,exploit,neg,neg,polarity
1990,exploited,neg,neg,polarity
1990,wound,neg,neg,polarity
1990,unfair,neg,neg,polarity
1990,bias,pos,neg,polarity
1990,injustice,neg,neg,polarity
1990,discrimination,neg,neg,polarity
1990,prejudice,neg,neg,polarity
1990,preference,pos,neg,polarity
1990,exclusion,neg,neg,polarity
1990,exclusive,pos,neg,polarity
1990,exclude,neg,neg,polarity
1990,abandon,neg,neg,polarity
1990,foreign,pos,neg,polarity
1990,enemy,neg,neg,polarity
1990,betray,neg,neg,polarity
1990,individual,pos,neg,polarity
1990,deserted,neg,neg,polarity
1990,desert,neg,neg,polarity
1990,deception,neg,neg,polarity
1990,spy,neg,neg,polarity
1990,betray,neg,neg,polarity
1990,deserted,neg,neg,polarity
1990,desert,neg,neg,polarity
1990,defiance,neg,neg,polarity
1990,rebel,neg,neg,polarity
1990,dissent,neg,neg,polarity
1990,agitated,neg,neg,polarity
1990,illegal,neg,neg,polarity
1990,oppose,neg,neg,polarity
1990,protest,neg,neg,polarity
1990,refuse,pos,neg,polarity
1990,riot,neg,neg,polarity
1990,ruin,neg,neg,polarity
1990,exploit,neg,neg,polarity
1990,exploited,neg,neg,polarity
1990,disgust,neg,neg,polarity
1990,corruption,neg,neg,polarity
1990,disease,neg,neg,polarity
1990,dirt,neg,neg,polarity
1990,sin,neg,neg,polarity
1990,sins,pos,neg,polarity
1990,whore,neg,neg,polarity
1990,gross,pos,neg,polarity
1990,sick,neg,neg,polarity
1990,stain,neg,neg,polarity
1990,wicked,neg,neg,polarity
1990,wretched,neg,neg,polarity
