year,instance,predicted_class,true_class,test
1990,submit,+authority,+authority,categorization
1990,commit,-loyalty,+authority,categorization
1990,allegiance,-authority,+authority,categorization
1990,serve,+authority,+authority,categorization
1990,fear,-care,+authority,categorization
1990,comply,+authority,+authority,categorization
1990,preserve,+care,+sanctity,categorization
1990,purity,+sanctity,+sanctity,categorization
1990,pure,+sanctity,+sanctity,categorization
1990,clean,+care,+sanctity,categorization
1990,sacred,+sanctity,+sanctity,categorization
1990,holy,+sanctity,+sanctity,categorization
1990,saint,+sanctity,+sanctity,categorization
1990,virgin,+sanctity,+sanctity,categorization
1990,integrity,+sanctity,+sanctity,categorization
1990,modesty,-loyalty,+sanctity,categorization
1990,upright,-loyalty,+sanctity,categorization
1990,maiden,-authority,+sanctity,categorization
1990,refined,+sanctity,+sanctity,categorization
1990,decent,+fairness,+sanctity,categorization
1990,decency,+sanctity,+sanctity,categorization
1990,innocent,-care,+sanctity,categorization
1990,church,+authority,+sanctity,categorization
1990,harm,-care,-care,categorization
1990,suffer,-care,-care,categorization
1990,war,-care,-care,categorization
1990,wars,-care,-care,categorization
1990,fight,-care,-care,categorization
1990,battle,-care,-care,categorization
1990,violence,-care,-care,categorization
1990,violent,-care,-care,categorization
1990,hurt,-care,-care,categorization
1990,kill,-care,-care,categorization
1990,kills,-loyalty,-care,categorization
1990,killed,-care,-care,categorization
1990,killing,-care,-care,categorization
1990,cruel,+sanctity,-care,categorization
1990,brutal,-loyalty,-care,categorization
1990,abuse,-care,-care,categorization
1990,damage,-care,-care,categorization
1990,ruin,-sanctity,-care,categorization
1990,crush,+sanctity,-care,categorization
1990,attack,-care,-care,categorization
1990,destroy,+care,-care,categorization
1990,abandon,-loyalty,-care,categorization
1990,exploit,-authority,-care,categorization
1990,exploited,-loyalty,-care,categorization
1990,wound,-sanctity,-care,categorization
1990,unfair,-authority,-fairness,categorization
1990,bias,-fairness,-fairness,categorization
1990,injustice,+sanctity,-fairness,categorization
1990,discrimination,-fairness,-fairness,categorization
1990,prejudice,-loyalty,-fairness,categorization
1990,preference,-loyalty,-fairness,categorization
1990,exclusion,-fairness,-fairness,categorization
1990,exclusive,+sanctity,-fairness,categorization
1990,exclude,-authority,-fairness,categorization
1990,abandon,+authority,-loyalty,categorization
1990,foreign,-authority,-loyalty,categorization
1990,enemy,-care,-loyalty,categorization
1990,betray,-authority,-loyalty,categorization
1990,individual,+fairness,-loyalty,categorization
1990,deserted,-authority,-loyalty,categorization
1990,desert,-authority,-loyalty,categorization
1990,deception,+sanctity,-loyalty,categorization
1990,spy,-authority,-loyalty,categorization
1990,betray,-loyalty,-authority,categorization
1990,deserted,-loyalty,-authority,categorization
1990,desert,-loyalty,-authority,categorization
1990,defiance,+sanctity,-authority,categorization
1990,rebel,-authority,-authority,categorization
1990,dissent,-loyalty,-authority,categorization
1990,agitated,+sanctity,-authority,categorization
1990,illegal,-fairness,-authority,categorization
1990,oppose,-loyalty,-authority,categorization
1990,protest,-authority,-authority,categorization
1990,refuse,+authority,-authority,categorization
1990,riot,-loyalty,-authority,categorization
1990,ruin,-care,-sanctity,categorization
1990,exploit,-authority,-sanctity,categorization
1990,exploited,-loyalty,-sanctity,categorization
1990,disgust,-authority,-sanctity,categorization
1990,corruption,-fairness,-sanctity,categorization
1990,disease,-care,-sanctity,categorization
1990,dirt,-loyalty,-sanctity,categorization
1990,sin,-loyalty,-sanctity,categorization
1990,sins,-loyalty,-sanctity,categorization
1990,whore,+sanctity,-sanctity,categorization
1990,gross,-loyalty,-sanctity,categorization
1990,sick,-care,-sanctity,categorization
1990,stain,-loyalty,-sanctity,categorization
1990,wicked,-loyalty,-sanctity,categorization
1990,wretched,-authority,-sanctity,categorization
1990,loosen,neutral,neutral,null_test
1990,cap,neutral,neutral,null_test
1990,ton,neutral,neutral,null_test
1990,circumstance,moral,neutral,null_test
1990,manufacturing,neutral,neutral,null_test
1990,manufacture,neutral,neutral,null_test
1990,hose,neutral,neutral,null_test
1990,platform,neutral,neutral,null_test
1990,mat,neutral,neutral,null_test
1990,auto,neutral,neutral,null_test
1990,franchise,neutral,neutral,null_test
1990,spur,neutral,neutral,null_test
1990,ballistic,neutral,neutral,null_test
1990,vertical,neutral,neutral,null_test
1990,horn,neutral,neutral,null_test
1990,beaver,neutral,neutral,null_test
1990,analyst,neutral,neutral,null_test
1990,reservation,neutral,neutral,null_test
1990,eleven,neutral,neutral,null_test
1990,yen,moral,neutral,null_test
1990,net,moral,neutral,null_test
1990,credit,moral,neutral,null_test
1990,minister,moral,neutral,null_test
1990,retail,neutral,neutral,null_test
1990,seal,neutral,neutral,null_test
1990,rotation,neutral,neutral,null_test
1990,forge,moral,neutral,null_test
1990,acquisition,neutral,neutral,null_test
1990,surge,neutral,neutral,null_test
1990,indication,moral,neutral,null_test
1990,vent,neutral,neutral,null_test
1990,forty,neutral,neutral,null_test
1990,testament,neutral,neutral,null_test
1990,milky,neutral,neutral,null_test
1990,treatment,neutral,neutral,null_test
1990,customary,neutral,neutral,null_test
1990,pork,neutral,neutral,null_test
1990,bar,neutral,neutral,null_test
1990,psyche,neutral,neutral,null_test
1990,multitude,neutral,neutral,null_test
1990,pace,neutral,neutral,null_test
1990,column,neutral,neutral,null_test
1990,context,neutral,neutral,null_test
1990,textbook,neutral,neutral,null_test
1990,strand,neutral,neutral,null_test
1990,sill,neutral,neutral,null_test
1990,machine,neutral,neutral,null_test
1990,shout,neutral,neutral,null_test
1990,extension,neutral,neutral,null_test
1990,ruler,neutral,neutral,null_test
1990,depend,neutral,neutral,null_test
1990,invisible,neutral,neutral,null_test
1990,rug,neutral,neutral,null_test
1990,sophomore,neutral,neutral,null_test
1990,technical,neutral,neutral,null_test
1990,reduction,moral,neutral,null_test
1990,project,neutral,neutral,null_test
1990,interstate,neutral,neutral,null_test
1990,episode,neutral,neutral,null_test
1990,widen,neutral,neutral,null_test
1990,insistence,moral,neutral,null_test
1990,financial,neutral,neutral,null_test
1990,outskirts,neutral,neutral,null_test
1990,convention,neutral,neutral,null_test
1990,principle,moral,neutral,null_test
1990,interviewer,moral,neutral,null_test
1990,pagan,neutral,neutral,null_test
1990,teeth,neutral,neutral,null_test
1990,chalk,neutral,neutral,null_test
1990,probability,moral,neutral,null_test
1990,pact,neutral,neutral,null_test
1990,semester,neutral,neutral,null_test
1990,multiple,neutral,neutral,null_test
1990,fir,neutral,neutral,null_test
1990,toss,neutral,neutral,null_test
1990,tile,neutral,neutral,null_test
1990,observer,neutral,neutral,null_test
1990,trademark,neutral,neutral,null_test
1990,apartments,neutral,neutral,null_test
1990,council,neutral,neutral,null_test
1990,undergraduate,neutral,neutral,null_test
1990,stretch,neutral,neutral,null_test
1990,latch,neutral,neutral,null_test
1990,trunk,neutral,neutral,null_test
1990,scissors,neutral,neutral,null_test
1990,iron,neutral,neutral,null_test
1990,hydrogen,neutral,neutral,null_test
1990,news,neutral,neutral,null_test
1990,sovereign,moral,neutral,null_test
1990,apparent,neutral,neutral,null_test
1990,placement,neutral,neutral,null_test
1990,forehead,neutral,neutral,null_test
1990,fence,neutral,neutral,null_test
1990,pharmacy,neutral,neutral,null_test
1990,limestone,neutral,neutral,null_test
1990,application,neutral,neutral,null_test
1990,bag,neutral,neutral,null_test
1990,cluster,neutral,neutral,null_test
1990,fiddle,neutral,neutral,null_test
1990,brass,neutral,neutral,null_test
1990,publisher,neutral,neutral,null_test
1990,bit,moral,neutral,null_test
1990,granite,neutral,neutral,null_test
1990,examination,neutral,neutral,null_test
1990,eventual,neutral,neutral,null_test
1990,comparative,neutral,neutral,null_test
1990,implement,moral,neutral,null_test
1990,ozone,neutral,neutral,null_test
1990,translator,neutral,neutral,null_test
1990,concern,moral,neutral,null_test
1990,reform,neutral,neutral,null_test
1990,rope,neutral,neutral,null_test
1990,background,neutral,neutral,null_test
1990,clinic,neutral,neutral,null_test
1990,manual,neutral,neutral,null_test
1990,director,neutral,neutral,null_test
1990,flank,neutral,neutral,null_test
1990,merge,neutral,neutral,null_test
1990,steel,neutral,neutral,null_test
1990,advisory,neutral,neutral,null_test
1990,regional,neutral,neutral,null_test
1990,attic,neutral,neutral,null_test
1990,interval,neutral,neutral,null_test
1990,sewing,neutral,neutral,null_test
1990,tactical,neutral,neutral,null_test
1990,liaison,neutral,neutral,null_test
1990,testimony,moral,neutral,null_test
1990,intermediate,neutral,neutral,null_test
1990,cock,neutral,neutral,null_test
1990,brand,neutral,neutral,null_test
1990,stately,neutral,neutral,null_test
1990,fluid,neutral,neutral,null_test
1990,waiter,neutral,neutral,null_test
1990,agenda,neutral,neutral,null_test
1990,dock,neutral,neutral,null_test
1990,hour,neutral,neutral,null_test
1990,distribute,neutral,neutral,null_test
1990,distinction,moral,neutral,null_test
1990,nod,neutral,neutral,null_test
1990,capture,moral,neutral,null_test
1990,linear,neutral,neutral,null_test
1990,input,neutral,neutral,null_test
1990,section,moral,neutral,null_test
1990,informal,neutral,neutral,null_test
1990,antibiotics,neutral,neutral,null_test
1990,work,neutral,neutral,null_test
1990,slice,neutral,neutral,null_test
1990,adulthood,neutral,neutral,null_test
1990,modification,neutral,neutral,null_test
1990,autonomy,moral,neutral,null_test
1990,gender,moral,neutral,null_test
1990,pipeline,neutral,neutral,null_test
1990,rhetorical,moral,neutral,null_test
1990,swell,neutral,neutral,null_test
1990,forum,neutral,neutral,null_test
1990,domestic,neutral,neutral,null_test
1990,summary,neutral,neutral,null_test
1990,monitor,neutral,neutral,null_test
1990,embargo,neutral,neutral,null_test
1990,ordinary,moral,neutral,null_test
1990,psychologist,neutral,neutral,null_test
1990,surgeon,neutral,neutral,null_test
1990,hull,neutral,neutral,null_test
1990,domain,moral,neutral,null_test
1990,category,moral,neutral,null_test
1990,dash,neutral,neutral,null_test
1990,urgency,moral,neutral,null_test
1990,remark,moral,neutral,null_test
1990,freshman,neutral,neutral,null_test
1990,metal,neutral,neutral,null_test
1990,post,neutral,neutral,null_test
1990,chess,neutral,neutral,null_test
1990,cunning,moral,neutral,null_test
1990,practitioner,neutral,neutral,null_test
1990,safe,moral,moral,null_test
1990,peace,moral,moral,null_test
1990,compassion,moral,moral,null_test
1990,sympathy,moral,moral,null_test
1990,care,moral,moral,null_test
1990,caring,moral,moral,null_test
1990,protect,moral,moral,null_test
1990,protection,moral,moral,null_test
1990,shield,neutral,moral,null_test
1990,shelter,moral,moral,null_test
1990,secure,moral,moral,null_test
1990,benefit,moral,moral,null_test
1990,defend,moral,moral,null_test
1990,defender,neutral,moral,null_test
1990,guard,moral,moral,null_test
1990,preserve,moral,moral,null_test
1990,fair,moral,moral,null_test
1990,fairly,moral,moral,null_test
1990,fairness,moral,moral,null_test
1990,equal,moral,moral,null_test
1990,justice,moral,moral,null_test
1990,justification,moral,moral,null_test
1990,rights,moral,moral,null_test
1990,equity,neutral,moral,null_test
1990,equivalent,neutral,moral,null_test
1990,tolerant,moral,moral,null_test
1990,balance,moral,moral,null_test
1990,reasonable,moral,moral,null_test
1990,constant,neutral,moral,null_test
1990,honest,moral,moral,null_test
1990,nation,neutral,moral,null_test
1990,family,moral,moral,null_test
1990,families,moral,moral,null_test
1990,group,moral,moral,null_test
1990,loyal,moral,moral,null_test
1990,patriot,neutral,moral,null_test
1990,communal,neutral,moral,null_test
1990,community,moral,moral,null_test
1990,companion,neutral,moral,null_test
1990,comrades,moral,moral,null_test
1990,collective,moral,moral,null_test
1990,joint,neutral,moral,null_test
1990,unison,neutral,moral,null_test
1990,fellow,moral,moral,null_test
1990,guild,neutral,moral,null_test
1990,solidarity,moral,moral,null_test
1990,devote,moral,moral,null_test
1990,member,moral,moral,null_test
1990,ally,moral,moral,null_test
1990,preserve,moral,moral,null_test
1990,loyal,moral,moral,null_test
1990,obedience,moral,moral,null_test
1990,obey,moral,moral,null_test
1990,duty,moral,moral,null_test
1990,law,moral,moral,null_test
1990,legal,moral,moral,null_test
1990,duties,moral,moral,null_test
1990,award,neutral,moral,null_test
1990,honor,moral,moral,null_test
1990,respect,moral,moral,null_test
1990,respectful,moral,moral,null_test
1990,respected,moral,moral,null_test
1990,respects,moral,moral,null_test
1990,order,moral,moral,null_test
1990,father,moral,moral,null_test
1990,mother,moral,moral,null_test
1990,mothers,moral,moral,null_test
1990,tradition,moral,moral,null_test
1990,hierarchy,moral,moral,null_test
1990,authority,moral,moral,null_test
1990,permit,moral,moral,null_test
1990,permission,moral,moral,null_test
1990,rank,neutral,moral,null_test
1990,leader,moral,moral,null_test
1990,lead,neutral,moral,null_test
1990,class,neutral,moral,null_test
1990,position,moral,moral,null_test
1990,compliance,moral,moral,null_test
1990,command,moral,moral,null_test
1990,control,moral,moral,null_test
1990,submission,neutral,moral,null_test
1990,submit,moral,moral,null_test
1990,commit,moral,moral,null_test
1990,allegiance,moral,moral,null_test
1990,serve,neutral,moral,null_test
1990,fear,moral,moral,null_test
1990,comply,moral,moral,null_test
1990,preserve,moral,moral,null_test
1990,purity,moral,moral,null_test
1990,pure,moral,moral,null_test
1990,clean,moral,moral,null_test
1990,sacred,moral,moral,null_test
1990,holy,moral,moral,null_test
1990,saint,moral,moral,null_test
1990,virgin,moral,moral,null_test
1990,integrity,moral,moral,null_test
1990,modesty,moral,moral,null_test
1990,upright,neutral,moral,null_test
1990,maiden,neutral,moral,null_test
1990,refined,neutral,moral,null_test
1990,decent,moral,moral,null_test
1990,decency,moral,moral,null_test
1990,innocent,moral,moral,null_test
1990,church,moral,moral,null_test
1990,harm,moral,moral,null_test
1990,suffer,moral,moral,null_test
1990,war,moral,moral,null_test
1990,wars,moral,moral,null_test
1990,fight,moral,moral,null_test
1990,battle,moral,moral,null_test
1990,violence,moral,moral,null_test
1990,violent,moral,moral,null_test
1990,hurt,moral,moral,null_test
1990,kill,moral,moral,null_test
1990,kills,moral,moral,null_test
1990,killed,moral,moral,null_test
1990,killing,moral,moral,null_test
1990,cruel,moral,moral,null_test
1990,brutal,moral,moral,null_test
1990,abuse,moral,moral,null_test
1990,damage,moral,moral,null_test
1990,ruin,moral,moral,null_test
1990,crush,neutral,moral,null_test
1990,attack,moral,moral,null_test
1990,destroy,moral,moral,null_test
1990,abandon,moral,moral,null_test
1990,exploit,neutral,moral,null_test
1990,exploited,moral,moral,null_test
1990,wound,neutral,moral,null_test
1990,unfair,moral,moral,null_test
1990,bias,moral,moral,null_test
1990,injustice,neutral,moral,null_test
1990,discrimination,moral,moral,null_test
1990,prejudice,moral,moral,null_test
1990,preference,moral,moral,null_test
1990,exclusion,moral,moral,null_test
1990,exclusive,moral,moral,null_test
1990,exclude,moral,moral,null_test
1990,abandon,moral,moral,null_test
1990,foreign,neutral,moral,null_test
1990,enemy,moral,moral,null_test
1990,betray,moral,moral,null_test
1990,individual,neutral,moral,null_test
1990,deserted,neutral,moral,null_test
1990,desert,moral,moral,null_test
1990,deception,moral,moral,null_test
1990,spy,neutral,moral,null_test
1990,betray,moral,moral,null_test
1990,deserted,neutral,moral,null_test
1990,desert,moral,moral,null_test
1990,defiance,moral,moral,null_test
1990,rebel,moral,moral,null_test
1990,dissent,neutral,moral,null_test
1990,agitated,moral,moral,null_test
1990,illegal,moral,moral,null_test
1990,oppose,moral,moral,null_test
1990,protest,moral,moral,null_test
1990,refuse,moral,moral,null_test
1990,riot,neutral,moral,null_test
1990,ruin,moral,moral,null_test
1990,exploit,neutral,moral,null_test
1990,exploited,moral,moral,null_test
1990,disgust,neutral,moral,null_test
1990,corruption,moral,moral,null_test
1990,disease,moral,moral,null_test
1990,dirt,neutral,moral,null_test
1990,sin,moral,moral,null_test
1990,sins,moral,moral,null_test
1990,whore,neutral,moral,null_test
1990,gross,moral,moral,null_test
1990,sick,moral,moral,null_test
1990,stain,neutral,moral,null_test
1990,wicked,neutral,moral,null_test
1990,wretched,moral,moral,null_test
1990,safe,pos,pos,polarity
1990,peace,pos,pos,polarity
1990,compassion,pos,pos,polarity
1990,sympathy,pos,pos,polarity
1990,care,pos,pos,polarity
1990,caring,pos,pos,polarity
1990,protect,pos,pos,polarity
1990,protection,pos,pos,polarity
1990,shield,neg,pos,polarity
1990,shelter,pos,pos,polarity
1990,secure,pos,pos,polarity
1990,benefit,pos,pos,polarity
1990,defend,neg,pos,polarity
1990,defender,pos,pos,polarity
1990,guard,pos,pos,polarity
1990,preserve,pos,pos,polarity
1990,fair,pos,pos,polarity
1990,fairly,pos,pos,polarity
1990,fairness,neg,pos,polarity
1990,equal,pos,pos,polarity
1990,justice,pos,pos,polarity
1990,justification,pos,pos,polarity
1990,rights,pos,pos,polarity
1990,equity,pos,pos,polarity
1990,equivalent,pos,pos,polarity
1990,tolerant,neg,pos,polarity
1990,balance,pos,pos,polarity
1990,reasonable,pos,pos,polarity
1990,constant,pos,pos,polarity
1990,honest,pos,pos,polarity
1990,nation,pos,pos,polarity
1990,family,pos,pos,polarity
1990,families,pos,pos,polarity
1990,group,pos,pos,polarity
1990,loyal,neg,pos,polarity
1990,patriot,neg,pos,polarity
1990,communal,pos,pos,polarity
1990,community,pos,pos,polarity
1990,companion,pos,pos,polarity
1990,comrades,pos,pos,polarity
1990,collective,pos,pos,polarity
1990,joint,pos,pos,polarity
1990,unison,neg,pos,polarity
1990,fellow,pos,pos,polarity
1990,guild,pos,pos,polarity
1990,solidarity,neg,pos,polarity
1990,devote,neg,pos,polarity
1990,member,pos,pos,polarity
1990,ally,neg,pos,polarity
1990,preserve,pos,pos,polarity
1990,loyal,neg,pos,polarity
1990,obedience,pos,pos,polarity
1990,obey,neg,pos,polarity
1990,duty,pos,pos,polarity
1990,law,pos,pos,polarity
1990,legal,pos,pos,polarity
1990,duties,pos,pos,polarity
1990,award,pos,pos,polarity
1990,honor,pos,pos,polarity
1990,respect,pos,pos,polarity
1990,respectful,pos,pos,polarity
1990,respected,pos,pos,polarity
1990,respects,neg,pos,polarity
1990,order,pos,pos,polarity
1990,father,pos,pos,polarity
1990,mother,pos,pos,polarity
1990,mothers,pos,pos,polarity
1990,tradition,pos,pos,polarity
1990,hierarchy,neg,pos,polarity
1990,authority,pos,pos,polarity
1990,permit,neg,pos,polarity
1990,permission,pos,pos,polarity
1990,rank,pos,pos,polarity
1990,leader,pos,pos,polarity
1990,lead,neg,pos,polarity
1990,class,pos,pos,polarity
1990,position,pos,pos,polarity
1990,compliance,pos,pos,polarity
1990,command,pos,pos,polarity
1990,control,pos,pos,polarity
1990,submission,neg,pos,polarity
1990,submit,pos,pos,polarity
1990,commit,neg,pos,polarity
1990,allegiance,neg,pos,polarity
1990,serve,pos,pos,polarity
1990,fear,neg,pos,polarity
1990,comply,pos,pos,polarity
1990,preserve,pos,pos,polarity
1990,purity,pos,pos,polarity
1990,pure,pos,pos,polarity
1990,clean,pos,pos,polarity
1990,sacred,pos,pos,polarity
1990,holy,pos,pos,polarity
1990,saint,pos,pos,polarity
1990,virgin,pos,pos,polarity
1990,integrity,pos,pos,polarity
1990,modesty,pos,pos,polarity
1990,upright,neg,pos,polarity
1990,maiden,neg,pos,polarity
1990,refined,pos,pos,polarity
1990,decent,pos,pos,polarity
1990,decency,pos,pos,polarity
1990,innocent,neg,pos,polarity
1990,church,pos,pos,polarity
1990,harm,neg,neg,polarity
1990,suffer,neg,neg,polarity
1990,war,neg,neg,polarity
1990,wars,neg,neg,polarity
1990,fight,neg,neg,polarity
1990,battle,neg,neg,polarity
1990,violence,neg,neg,polarity
1990,violent,neg,neg,polarity
1990,hurt,neg,neg,polarity
1990,kill,neg,neg,polarity
1990,kills,neg,neg,polarity
1990,killed,neg,neg,polarity
1990,killing,neg,neg,polarity
1990,cruel,pos,neg,polarity
1990,brutal,neg,neg,polarity
1990,abuse,neg,neg,polarity
1990,damage,neg,neg,polarity
1990,ruin,neg,neg,polarity
1990,crush,pos,neg,polarity
1990,attack,neg,neg,polarity
1990,destroy,neg,neg,polarity
1990,abandon,neg,neg,polarity
1990,exploit,neg,neg,polarity
1990,exploited,neg,neg,polarity
1990,wound,neg,neg,polarity
1990,unfair,neg,neg,polarity
1990,bias,neg,neg,polarity
1990,injustice,neg,neg,polarity
1990,discrimination,neg,neg,polarity
1990,prejudice,neg,neg,polarity
1990,preference,neg,neg,polarity
1990,exclusion,neg,neg,polarity
1990,exclusive,pos,neg,polarity
1990,exclude,neg,neg,polarity
1990,abandon,neg,neg,polarity
1990,foreign,pos,neg,polarity
1990,enemy,neg,neg,polarity
1990,betray,neg,neg,polarity
1990,individual,pos,neg,polarity
1990,deserted,neg,neg,polarity
1990,desert,neg,neg,polarity
1990,deception,pos,neg,polarity
1990,spy,neg,neg,polarity
1990,betray,neg,neg,polarity
1990,deserted,neg,neg,polarity
1990,desert,neg,neg,polarity
1990,defiance,pos,neg,polarity
1990,rebel,neg,neg,polarity
1990,dissent,pos,neg,polarity
1990,agitated,pos,neg,polarity
1990,illegal,neg,neg,polarity
1990,oppose,neg,neg,polarity
1990,protest,neg,neg,polarity
1990,refuse,neg,neg,polarity
1990,riot,pos,neg,polarity
1990,ruin,neg,neg,polarity
1990,exploit,neg,neg,polarity
1990,exploited,neg,neg,polarity
1990,disgust,neg,neg,polarity
1990,corruption,neg,neg,polarity
1990,disease,neg,neg,polarity
1990,dirt,neg,neg,polarity
1990,sin,neg,neg,polarity
1990,sins,neg,neg,polarity
1990,whore,neg,neg,polarity
1990,gross,pos,neg,polarity
1990,sick,neg,neg,polarity
1990,stain,pos,neg,polarity
1990,wicked,neg,neg,polarity
1990,wretched,neg,neg,polarity
